segment_onset,segment_offset,speaker_type,vcm_type
38991,39701,NA,NA
39243,39408,FEM,NA
101567,102328,NA,NA
101582,102149,MAL,NA
137312,140128,MAL,NA
137757,140010,NA,NA
141991,144011,NA,NA
142086,143492,CHI,N
142115,142512,OCH,NA
151727,152073,MAL,NA
378712,379510,NA,NA
378851,379492,CHI,N
383474,384492,NA,NA
383493,384011,FEM,NA
389872,391009,CHI,N
389975,391009,NA,NA
462989,464379,NA,NA
463013,464015,CHI,C
463150,464068,FEM,NA
531993,533022,NA,NA
532334,532510,OCH,NA
532506,532676,FEM,NA
569511,571828,NA,NA
569992,570289,MAL,NA
569992,570512,FEM,NA
570490,570706,MAL,NA
572493,573549,NA,NA
572511,573583,CHI,N
587102,587377,MAL,NA
589356,590834,NA,NA
589493,590511,CHI,C
605875,606724,NA,NA
605927,606511,CHI,N
607144,608940,NA,NA
607301,608781,CHI,N
613992,615146,NA,NA
614010,614896,FEM,NA
621493,623464,MAL,NA
621736,623511,NA,NA
624586,628125,MAL,NA
625830,627637,NA,NA
633511,641010,NA,NA
633587,635992,CHI,C
635207,635656,MAL,NA
636539,637511,FEM,NA
637484,638088,CHI,N
637539,637650,OCH,NA
637816,637995,OCH,NA
638550,641010,FEM,NA
642992,644806,FEM,NA
642992,645012,NA,NA
653179,656492,NA,NA
653275,654466,CHI,N
654494,656220,FEM,NA
713011,715011,MAL,NA
713492,714737,NA,NA
715338,715449,NA,NA
724078,725040,NA,NA
724717,724955,FEM,NA
737512,740830,NA,NA
737849,739493,CHI,N
738708,738819,FEM,NA
738992,740168,FEM,NA
739685,740011,CHI,N
743413,744932,MAL,NA
743664,745073,NA,NA
745571,746526,NA,NA
745632,746491,MAL,NA
747105,748644,MAL,NA
747328,748653,NA,NA
760016,760510,NA,NA
760146,760311,OCH,NA
781620,782212,NA,NA
781653,782011,CHI,N
782386,782492,NA,NA
782951,786512,NA,NA
784871,785998,CHI,N
803665,805115,NA,NA
804047,805547,MAL,NA
806492,807931,MAL,NA
809511,809894,NA,NA
810314,810435,NA,NA
924860,932012,NA,NA
924991,926010,CHI,N
925170,925320,FEM,NA
925493,926512,FEM,NA
926512,932010,CHI,N
935511,936616,CHI,N
935569,936582,NA,NA
945950,948134,NA,NA
945959,948097,CHI,N
957044,963676,NA,NA
957226,959492,CHI,C
957540,958014,OCH,NA
958839,960110,FEM,NA
959619,963549,CHI,C
960260,960491,FEM,NA
967613,969248,CHI,N
967616,969244,NA,NA
970763,971639,MAL,NA
990546,992264,NA,NA
990561,992215,CHI,N
1003511,1009873,NA,NA
1003992,1006537,CHI,N
1004694,1008233,FEM,NA
1008415,1009839,CHI,N
1010492,1011935,NA,NA
1010559,1011862,CHI,N
1012967,1016165,NA,NA
1012983,1014206,CHI,Y
1013511,1015011,FEM,NA
1014010,1015512,OCH,NA
1015011,1016157,CHI,C
1017831,1020011,NA,NA
1017856,1019996,CHI,N
1026511,1039010,NA,NA
1026915,1033921,CHI,N
1034304,1038810,CHI,N
1041744,1043492,NA,NA
1041856,1043341,CHI,N
1043832,1049492,NA,NA
1043908,1045884,CHI,N
1044654,1044781,OCH,NA
1044993,1045211,OCH,NA
1046426,1048394,CHI,N
1048012,1049448,FEM,NA
1067064,1069035,CHI,N
1067094,1069040,NA,NA
1108466,1109992,CHI,N
1108473,1112511,NA,NA
1109572,1111099,FEM,NA
1110512,1110924,CHI,N
1111492,1112435,CHI,N
1115483,1117586,NA,NA
1115492,1117546,CHI,N
1140571,1141891,NA,NA
1140640,1141771,CHI,N
1146992,1148070,CHI,C
1146992,1148099,NA,NA
1153349,1154286,NA,NA
1153394,1154209,CHI,N
1156361,1157196,MAL,NA
1158973,1160429,MAL,NA
1159228,1162571,NA,NA
