segment_onset,segment_offset,speaker_type,vcm_type
12992,14992,NA,NA
13147,14679,FEM,NA
35746,37089,NA,NA
35748,36992,OCH,NA
35993,36492,CHI,N
37668,39825,NA,NA
37862,39641,OCH,NA
38489,39056,CHI,N
39162,39511,CHI,N
43860,44734,NA,NA
84819,86074,NA,NA
84875,86061,FEM,NA
103493,105677,NA,NA
103511,105600,FEM,NA
107511,110486,MAL,NA
108191,109511,NA,NA
131478,132258,FEM,NA
131492,132337,NA,NA
162010,163510,NA,NA
162012,163354,FEM,NA
174992,177491,NA,NA
175249,177492,FEM,NA
184511,185679,FEM,NA
184511,185760,NA,NA
218012,221993,FEM,NA
218012,222492,NA,NA
239326,240492,FEM,NA
239333,240492,NA,NA
250096,250246,OCH,NA
250336,253713,NA,NA
250493,251089,OCH,NA
251512,253635,FEM,NA
254011,256590,FEM,NA
254011,256630,NA,NA
258010,258702,NA,NA
258103,258491,FEM,NA
264465,268491,NA,NA
264656,268492,FEM,NA
264992,265512,OCH,NA
271510,276866,NA,NA
271618,276836,FEM,NA
272867,273009,CHI,N
281011,285512,NA,NA
281303,282012,OCH,NA
282005,282472,FEM,NA
282148,282474,OCH,NA
282528,285241,CHI,N
282984,285279,OCH,NA
290226,291358,NA,NA
290356,291304,FEM,NA
296492,296971,MAL,NA
296502,298215,NA,NA
297354,298010,FEM,NA
302496,302940,NA,NA
303170,303293,NA,NA
306011,307358,NA,NA
309427,310315,NA,NA
311961,313510,NA,NA
312037,312938,FEM,NA
312098,312820,MAL,NA
312976,313472,MAL,NA
316011,317656,FEM,NA
316011,338941,NA,NA
318344,322867,FEM,NA
322512,324680,CHI,N
324628,326450,FEM,NA
324672,326012,OCH,NA
325593,325748,CHI,N
326891,328594,FEM,NA
328492,329300,CHI,N
328787,328991,FEM,NA
329493,331493,CHI,N
330991,338656,FEM,NA
339928,359095,NA,NA
339942,351793,FEM,NA
350764,351196,CHI,N
351400,354233,CHI,N
354011,355992,FEM,NA
355987,356571,OCH,NA
356886,358511,FEM,NA
358012,358967,OCH,NA
360492,366381,NA,NA
360754,365744,FEM,NA
361010,361339,OCH,NA
364461,365700,OCH,NA
365867,365992,OCH,NA
367303,392653,NA,NA
367495,369672,FEM,NA
367774,368029,MAL,NA
370376,371233,MAL,NA
370853,370981,OCH,NA
371512,386512,FEM,NA
386512,387155,CHI,N
387011,392492,FEM,NA
393125,395757,NA,NA
393233,394593,FEM,NA
394323,395511,OCH,NA
395012,395370,CHI,N
403491,404566,NA,NA
403618,403772,CHI,N
403907,404459,CHI,N
406701,408350,NA,NA
406726,408326,FEM,NA
409492,411441,FEM,NA
409492,411492,NA,NA
415211,417012,NA,NA
415493,416991,FEM,NA
420053,421099,NA,NA
420110,421014,FEM,NA
422511,432408,NA,NA
422594,431269,FEM,NA
431480,432226,OCH,NA
431492,432289,CHI,N
435944,437993,NA,NA
435945,437860,FEM,NA
451992,453511,FEM,NA
451992,453511,NA,NA
455367,458492,NA,NA
455510,458332,FEM,NA
458750,458914,NA,NA
459511,461841,NA,NA
459579,461761,FEM,NA
462512,467100,FEM,NA
462512,467492,NA,NA
467642,468925,NA,NA
468011,468733,FEM,NA
469329,484731,NA,NA
469343,470887,FEM,NA
470011,470117,OCH,NA
470227,471511,OCH,NA
470915,471943,CHI,N
471012,475992,FEM,NA
472581,473794,CHI,N
475701,477159,CHI,N
477011,484512,FEM,NA
487510,488992,NA,NA
488381,488980,FEM,NA
489792,492575,NA,NA
489817,491808,CHI,N
491010,492439,FEM,NA
495992,497779,FEM,NA
495992,538492,NA,NA
497963,499456,FEM,NA
498445,499223,OCH,NA
500011,502465,CHI,N
502347,503513,FEM,NA
503790,506492,CHI,N
506010,516866,FEM,NA
515012,516011,OCH,NA
517011,517141,FEM,NA
517492,527484,FEM,NA
526173,527012,OCH,NA
527985,532821,FEM,NA
533010,534510,OCH,NA
533680,538440,FEM,NA
534646,534992,OCH,NA
540992,542683,FEM,NA
540992,547315,NA,NA
543512,545011,FEM,NA
545459,546257,FEM,NA
545597,545724,CHI,N
545908,547239,CHI,N
548993,550232,NA,NA
549339,549447,FEM,NA
