segment_onset,segment_offset,speaker_type,phonemes,syllables,words,raw_filename
18510,21345,MAL,24.42,11.88,8.12,20180424_113402_022874.txt
21992,23600,FEM,16.58,8.03,5.35,20180424_113402_022874.txt
25672,26636,MAL,11.37,5.31,3.5,20180424_113402_022874.txt
28492,30011,FEM,15.68,7.59,5.03,20180424_113402_022874.txt
95953,96574,FEM,11.01,5.21,3.33,20180424_113402_022874.txt
97600,98116,FEM,13.67,6.76,4.2,20180424_113402_022874.txt
102021,102725,FEM,15.37,7.71,4.85,20180424_113402_022874.txt
113478,114205,FEM,11.18,5.22,3.35,20180424_113402_022874.txt
121028,121134,MAL,10.87,5.36,3.24,20180424_113402_022874.txt
121333,122011,MAL,13.04,6.38,4.01,20180424_113402_022874.txt
130520,131492,FEM,11.82,5.62,3.66,20180424_113402_022874.txt
136397,138219,MAL,18.32,8.86,5.97,20180424_113402_022874.txt
142493,145352,FEM,30.85,15.46,10.1,20180424_113402_022874.txt
146362,149492,FEM,28.09,13.96,9.44,20180424_113402_022874.txt
152493,152846,FEM,10.6,5.14,3.2,20180424_113402_022874.txt
154037,154992,FEM,13.12,6.2,4.03,20180424_113402_022874.txt
159209,159493,FEM,10.37,5.01,3.11,20180424_113402_022874.txt
161366,161634,FEM,10.45,5.1,3.13,20180424_113402_022874.txt
182591,183226,FEM,8.13,3.51,2.37,20180424_113402_022874.txt
184513,185993,MAL,18.02,8.82,5.81,20180424_113402_022874.txt
184564,185406,FEM,13.66,6.57,4.25,20180424_113402_022874.txt
195011,196062,FEM,16.42,8.21,5.2,20180424_113402_022874.txt
201363,201491,MAL,12.48,6.26,3.78,20180424_113402_022874.txt
204407,206012,MAL,21.05,10.52,6.79,20180424_113402_022874.txt
210880,211108,FEM,10.08,4.9,3.0,20180424_113402_022874.txt
219512,220011,FEM,11.52,5.59,3.48,20180424_113402_022874.txt
234142,235622,FEM,15.68,7.78,5.08,20180424_113402_022874.txt
238511,240487,MAL,21.69,10.65,7.01,20180424_113402_022874.txt
240492,240902,FEM,5.67,2.37,1.56,20180424_113402_022874.txt
243840,243992,FEM,6.18,2.75,1.69,20180424_113402_022874.txt
247401,248010,FEM,11.83,5.82,3.65,20180424_113402_022874.txt
268491,269011,FEM,7.9,3.64,2.33,20180424_113402_022874.txt
269995,270390,FEM,8.21,3.84,2.41,20180424_113402_022874.txt
286735,287383,FEM,13.82,6.86,4.27,20180424_113402_022874.txt
287992,291011,MAL,35.28,18.17,11.55,20180424_113402_022874.txt
296511,296670,FEM,5.29,2.25,1.4,20180424_113402_022874.txt
296922,298010,FEM,12.81,6.11,3.9,20180424_113402_022874.txt
310228,311011,FEM,9.43,4.45,2.88,20180424_113402_022874.txt
317993,318175,MAL,10.16,4.96,3.02,20180424_113402_022874.txt
318293,318875,MAL,11.23,5.37,3.39,20180424_113402_022874.txt
319697,320510,MAL,10.32,4.89,3.18,20180424_113402_022874.txt
320011,320510,FEM,9.63,4.57,2.9,20180424_113402_022874.txt
324540,325991,FEM,20.68,10.37,6.58,20180424_113402_022874.txt
378493,379992,FEM,19.57,9.76,6.33,20180424_113402_022874.txt
443681,443841,FEM,13.08,6.56,3.99,20180424_113402_022874.txt
443991,444433,FEM,13.15,6.52,4.06,20180424_113402_022874.txt
454992,456990,FEM,23.34,11.41,7.51,20180424_113402_022874.txt
567002,567645,FEM,12.23,5.85,3.79,20180424_113402_022874.txt
611992,612746,FEM,11.7,5.51,3.58,20180424_113402_022874.txt
618492,618688,FEM,12.93,6.44,3.95,20180424_113402_022874.txt
636697,637153,FEM,6.12,2.54,1.72,20180424_113402_022874.txt
642011,643240,FEM,15.94,7.77,5.07,20180424_113402_022874.txt
642730,643208,MAL,11.8,5.78,3.62,20180424_113402_022874.txt
646250,649011,FEM,26.36,12.94,8.75,20180424_113402_022874.txt
654328,654492,MAL,12.27,6.13,3.72,20180424_113402_022874.txt
655493,658308,MAL,26.18,12.67,8.64,20180424_113402_022874.txt
667011,668585,FEM,17.04,8.11,5.44,20180424_113402_022874.txt
667698,667799,MAL,12.01,5.95,3.62,20180424_113402_022874.txt
668993,671490,MAL,22.72,11.01,7.54,20180424_113402_022874.txt
672158,673992,FEM,20.52,10.12,6.65,20180424_113402_022874.txt
674992,676145,FEM,13.94,6.66,4.45,20180424_113402_022874.txt
681991,682372,FEM,8.39,3.92,2.47,20180424_113402_022874.txt
701077,701198,FEM,10.61,5.19,3.16,20180424_113402_022874.txt
706976,708439,FEM,13.26,6.12,4.22,20180424_113402_022874.txt
710353,713492,FEM,26.82,13.31,8.97,20180424_113402_022874.txt
716212,716492,FEM,9.03,4.29,2.66,20180424_113402_022874.txt
716992,717876,FEM,12.88,6.22,4.0,20180424_113402_022874.txt
718308,718446,FEM,10.11,4.91,3.0,20180424_113402_022874.txt
724148,724511,MAL,9.08,4.3,2.69,20180424_113402_022874.txt
729010,729822,FEM,12.05,5.75,3.71,20180424_113402_022874.txt
730688,731511,FEM,13.76,6.71,4.23,20180424_113402_022874.txt
747672,748205,FEM,10.95,5.18,3.34,20180424_113402_022874.txt
752507,754092,FEM,13.7,6.03,4.38,20180424_113402_022874.txt
755374,761603,MAL,53.56,26.41,17.92,20180424_113402_022874.txt
756447,756796,FEM,6.12,2.67,1.7,20180424_113402_022874.txt
757104,757511,FEM,8.21,3.78,2.41,20180424_113402_022874.txt
760511,761716,FEM,14.66,7.0,4.59,20180424_113402_022874.txt
762477,763567,FEM,12.73,5.97,4.03,20180424_113402_022874.txt
763810,764239,FEM,7.26,3.27,2.1,20180424_113402_022874.txt
779448,779667,FEM,6.31,2.78,1.75,20180424_113402_022874.txt
781046,781797,FEM,7.82,3.26,2.34,20180424_113402_022874.txt
783500,784766,FEM,10.75,4.74,3.4,20180424_113402_022874.txt
788511,788997,FEM,6.47,2.79,1.85,20180424_113402_022874.txt
799727,801492,FEM,13.13,6.02,4.23,20180424_113402_022874.txt
805208,805431,MAL,9.99,4.84,2.97,20180424_113402_022874.txt
805991,806266,FEM,7.77,3.55,2.24,20180424_113402_022874.txt
807489,808950,MAL,14.13,6.53,4.51,20180424_113402_022874.txt
813491,814799,FEM,13.46,6.5,4.31,20180424_113402_022874.txt
815623,816416,FEM,10.27,4.89,3.16,20180424_113402_022874.txt
832162,832594,FEM,8.66,4.07,2.57,20180424_113402_022874.txt
837840,838751,FEM,10.51,4.91,3.26,20180424_113402_022874.txt
842888,845993,FEM,27.68,13.83,9.25,20180424_113402_022874.txt
854094,856451,FEM,22.39,10.98,7.41,20180424_113402_022874.txt
862284,864010,MAL,15.04,6.68,4.8,20180424_113402_022874.txt
872613,875765,MAL,23.06,10.4,7.66,20180424_113402_022874.txt
878286,879101,MAL,12.08,5.72,3.77,20180424_113402_022874.txt
881356,882510,MAL,13.83,6.49,4.41,20180424_113402_022874.txt
888992,890011,MAL,13.57,6.45,4.25,20180424_113402_022874.txt
890183,890379,MAL,11.58,5.71,3.5,20180424_113402_022874.txt
896226,898784,FEM,22.54,11.07,7.39,20180424_113402_022874.txt
903050,904373,FEM,14.62,7.07,4.65,20180424_113402_022874.txt
906108,906461,FEM,9.98,4.78,2.99,20180424_113402_022874.txt
909011,911311,FEM,18.77,9.1,6.2,20180424_113402_022874.txt
915992,916507,FEM,10.66,5.12,3.25,20180424_113402_022874.txt
918824,919013,MAL,12.15,6.01,3.69,20180424_113402_022874.txt
920116,921702,MAL,15.77,7.54,5.08,20180424_113402_022874.txt
921491,925492,FEM,36.5,18.62,12.28,20180424_113402_022874.txt
926492,927597,FEM,9.9,4.54,3.09,20180424_113402_022874.txt
929394,930012,FEM,10.76,5.09,3.24,20180424_113402_022874.txt
936328,937643,FEM,15.13,7.24,4.66,20180424_113402_022874.txt
938491,939728,MAL,14.42,6.89,4.57,20180424_113402_022874.txt
