segment_onset,segment_offset,speaker_type,phonemes,syllables,words,raw_filename
35993,37400,FEM,16.86,8.28,5.36,20200729_201119_024879.txt
40510,47380,FEM,51.14,25.46,17.75,20200729_201119_024879.txt
54186,54333,FEM,9.91,4.82,2.93,20200729_201119_024879.txt
54992,55573,FEM,12.24,5.94,3.73,20200729_201119_024879.txt
62105,63835,FEM,19.8,9.95,6.44,20200729_201119_024879.txt
66032,68756,FEM,30.88,15.26,9.93,20200729_201119_024879.txt
69512,69716,FEM,10.51,5.15,3.14,20200729_201119_024879.txt
72993,73167,FEM,12.46,6.23,3.79,20200729_201119_024879.txt
73319,76512,FEM,34.56,17.45,11.34,20200729_201119_024879.txt
80992,82511,FEM,18.9,9.48,6.11,20200729_201119_024879.txt
83103,84613,MAL,20.3,10.12,6.47,20200729_201119_024879.txt
94082,94590,FEM,11.13,5.4,3.4,20200729_201119_024879.txt
94816,98046,FEM,32.93,16.62,10.86,20200729_201119_024879.txt
96236,96405,MAL,11.93,5.93,3.61,20200729_201119_024879.txt
100022,101991,FEM,19.86,9.72,6.45,20200729_201119_024879.txt
103127,103493,FEM,9.14,4.36,2.72,20200729_201119_024879.txt
117011,118565,FEM,19.79,9.85,6.36,20200729_201119_024879.txt
121993,124276,FEM,23.74,11.95,7.85,20200729_201119_024879.txt
131993,133497,MAL,20.83,10.32,6.59,20200729_201119_024879.txt
132435,133512,FEM,15.79,7.78,5.0,20200729_201119_024879.txt
146726,148510,FEM,19.58,9.87,6.38,20200729_201119_024879.txt
150010,150756,FEM,12.17,6.0,3.79,20200729_201119_024879.txt
152012,155105,FEM,34.94,17.61,11.29,20200729_201119_024879.txt
158011,158342,FEM,10.76,5.27,3.25,20200729_201119_024879.txt
158984,163540,FEM,37.76,19.23,12.95,20200729_201119_024879.txt
164511,166261,MAL,20.61,10.27,6.66,20200729_201119_024879.txt
165957,167010,FEM,14.86,7.31,4.68,20200729_201119_024879.txt
167311,167427,FEM,12.18,6.09,3.68,20200729_201119_024879.txt
170115,170383,FEM,11.15,5.47,3.37,20200729_201119_024879.txt
