segment_onset,segment_offset,speaker_type,phonemes,syllables,words,raw_filename
1510,4431,FEM,17.43,7.51,5.8,20200729_201847_024880.txt
5511,7285,FEM,14.24,6.58,4.6,20200729_201847_024880.txt
8993,10650,FEM,14.69,7.13,4.73,20200729_201847_024880.txt
10493,13080,MAL,20.64,9.92,6.81,20200729_201847_024880.txt
13384,17012,FEM,30.06,14.67,10.02,20200729_201847_024880.txt
18492,24422,FEM,42.78,20.99,14.75,20200729_201847_024880.txt
24685,26011,FEM,10.83,5.05,3.39,20200729_201847_024880.txt
27972,33838,FEM,50.5,25.82,17.11,20200729_201847_024880.txt
36516,38011,FEM,12.47,5.63,3.96,20200729_201847_024880.txt
39307,41258,FEM,18.11,9.01,5.92,20200729_201847_024880.txt
42169,43372,FEM,14.42,7.12,4.56,20200729_201847_024880.txt
47746,52690,FEM,43.49,22.47,14.88,20200729_201847_024880.txt
52993,55150,FEM,22.55,11.42,7.38,20200729_201847_024880.txt
57586,62804,FEM,54.04,28.0,17.97,20200729_201847_024880.txt
68830,70492,FEM,18.97,9.53,6.16,20200729_201847_024880.txt
71493,71992,FEM,12.23,6.02,3.71,20200729_201847_024880.txt
75492,76069,FEM,13.52,6.77,4.21,20200729_201847_024880.txt
90825,92492,FEM,19.53,9.85,6.29,20200729_201847_024880.txt
91841,100116,MAL,91.75,47.35,30.2,20200729_201847_024880.txt
99718,100511,FEM,14.57,7.14,4.44,20200729_201847_024880.txt
101690,107255,MAL,54.58,28.37,18.47,20200729_201847_024880.txt
109028,114220,FEM,48.12,24.93,16.41,20200729_201847_024880.txt
114851,114991,FEM,11.16,5.53,3.35,20200729_201847_024880.txt
115493,115989,MAL,9.81,4.73,2.96,20200729_201847_024880.txt
122501,123883,FEM,14.55,7.17,4.64,20200729_201847_024880.txt
125364,127158,FEM,13.54,6.1,4.37,20200729_201847_024880.txt
131745,132012,MAL,5.59,2.37,1.52,20200729_201847_024880.txt
133429,134992,FEM,13.63,6.18,4.3,20200729_201847_024880.txt
141991,144038,FEM,18.32,8.45,5.9,20200729_201847_024880.txt
150992,154011,FEM,28.11,14.12,9.43,20200729_201847_024880.txt
182491,183448,FEM,10.23,4.43,3.12,20200729_201847_024880.txt
184918,187203,FEM,31.03,15.61,9.86,20200729_201847_024880.txt
188725,188852,FEM,13.39,6.73,4.09,20200729_201847_024880.txt
188992,189157,FEM,13.43,6.77,4.11,20200729_201847_024880.txt
195011,196511,FEM,14.68,6.69,4.7,20200729_201847_024880.txt
208492,209899,FEM,15.66,7.5,5.01,20200729_201847_024880.txt
210011,212011,FEM,16.09,6.99,5.14,20200729_201847_024880.txt
218503,219210,FEM,11.1,5.09,3.42,20200729_201847_024880.txt
219508,221072,FEM,17.99,8.58,5.76,20200729_201847_024880.txt
227792,229491,FEM,17.76,8.52,5.71,20200729_201847_024880.txt
236512,236704,FEM,10.67,5.2,3.19,20200729_201847_024880.txt
238992,240653,MAL,18.37,8.77,5.9,20200729_201847_024880.txt
238992,244510,FEM,42.04,20.73,14.49,20200729_201847_024880.txt
243947,244867,MAL,13.63,6.63,4.25,20200729_201847_024880.txt
247259,247713,MAL,10.08,4.78,3.04,20200729_201847_024880.txt
248992,251511,FEM,22.61,10.73,7.4,20200729_201847_024880.txt
255002,255159,FEM,9.16,4.39,2.69,20200729_201847_024880.txt
259823,264990,FEM,44.03,21.47,14.72,20200729_201847_024880.txt
262103,263488,MAL,15.62,7.29,4.94,20200729_201847_024880.txt
265832,267012,FEM,16.01,7.68,4.98,20200729_201847_024880.txt
270511,272798,FEM,19.95,9.32,6.53,20200729_201847_024880.txt
282420,284786,FEM,22.79,11.21,7.44,20200729_201847_024880.txt
285992,287398,FEM,15.02,7.07,4.74,20200729_201847_024880.txt
293212,293411,MAL,10.2,4.96,3.04,20200729_201847_024880.txt
298625,299511,FEM,10.43,4.8,3.23,20200729_201847_024880.txt
301992,302682,FEM,5.65,2.38,1.61,20200729_201847_024880.txt
313556,315240,FEM,15.13,7.25,4.78,20200729_201847_024880.txt
316249,319011,FEM,27.22,13.36,8.83,20200729_201847_024880.txt
317993,319608,MAL,16.26,7.8,5.24,20200729_201847_024880.txt
321994,325992,FEM,28.23,13.41,9.58,20200729_201847_024880.txt
328369,328718,FEM,6.94,3.1,1.98,20200729_201847_024880.txt
328975,330128,FEM,13.36,6.33,4.15,20200729_201847_024880.txt
348462,350011,FEM,15.93,7.77,5.12,20200729_201847_024880.txt
352878,354010,FEM,14.77,7.25,4.67,20200729_201847_024880.txt
357856,359682,FEM,17.59,8.58,5.72,20200729_201847_024880.txt
363012,365388,FEM,21.92,10.95,7.26,20200729_201847_024880.txt
371491,372510,FEM,16.74,8.4,5.3,20200729_201847_024880.txt
376512,378512,FEM,18.56,9.1,6.07,20200729_201847_024880.txt
382575,382705,FEM,8.6,4.1,2.49,20200729_201847_024880.txt
382885,384694,FEM,22.05,10.95,6.99,20200729_201847_024880.txt
386495,389176,FEM,27.53,14.13,9.18,20200729_201847_024880.txt
389283,390721,FEM,17.25,8.66,5.55,20200729_201847_024880.txt
392629,394011,FEM,16.94,8.47,5.43,20200729_201847_024880.txt
397599,398011,FEM,13.04,6.47,3.97,20200729_201847_024880.txt
401517,401912,FEM,9.08,4.34,2.7,20200729_201847_024880.txt
403964,405515,FEM,19.8,9.86,6.31,20200729_201847_024880.txt
413993,416011,FEM,21.59,10.87,7.09,20200729_201847_024880.txt
418983,419412,FEM,9.76,4.68,2.93,20200729_201847_024880.txt
423905,425598,FEM,19.25,9.62,6.2,20200729_201847_024880.txt
425822,425984,FEM,9.07,4.36,2.66,20200729_201847_024880.txt
428936,430456,FEM,17.76,8.89,5.73,20200729_201847_024880.txt
434303,435511,FEM,16.5,8.24,5.26,20200729_201847_024880.txt
442010,444011,FEM,22.68,11.51,7.45,20200729_201847_024880.txt
447751,448434,MAL,12.78,6.34,3.98,20200729_201847_024880.txt
466774,470492,FEM,35.18,18.13,11.9,20200729_201847_024880.txt
480136,482011,FEM,22.58,11.42,7.34,20200729_201847_024880.txt
483524,483632,FEM,11.05,5.47,3.31,20200729_201847_024880.txt
483788,484213,FEM,11.33,5.57,3.45,20200729_201847_024880.txt
485339,486488,FEM,15.8,7.94,5.07,20200729_201847_024880.txt
509745,511011,FEM,17.32,8.66,5.49,20200729_201847_024880.txt
527492,528631,FEM,15.69,7.78,4.97,20200729_201847_024880.txt
529413,529992,FEM,11.75,5.77,3.62,20200729_201847_024880.txt
531851,533010,FEM,15.06,7.46,4.77,20200729_201847_024880.txt
539011,540373,FEM,18.61,9.37,5.93,20200729_201847_024880.txt
549089,550512,FEM,17.31,8.62,5.56,20200729_201847_024880.txt
551833,553512,FEM,19.62,9.81,6.32,20200729_201847_024880.txt
554229,555010,FEM,12.96,6.45,4.06,20200729_201847_024880.txt
565993,567242,FEM,15.92,7.98,5.12,20200729_201847_024880.txt
569492,569988,MAL,10.27,4.97,3.11,20200729_201847_024880.txt
569749,569926,FEM,9.83,4.78,2.91,20200729_201847_024880.txt
571177,571511,FEM,10.56,5.16,3.18,20200729_201847_024880.txt
574511,576010,FEM,18.46,9.3,5.96,20200729_201847_024880.txt
576303,577707,FEM,18.92,9.46,5.99,20200729_201847_024880.txt
582491,584121,FEM,17.91,8.9,5.8,20200729_201847_024880.txt
589012,590367,FEM,16.22,8.03,5.19,20200729_201847_024880.txt
604027,604682,FEM,11.94,5.84,3.64,20200729_201847_024880.txt
622492,623560,FEM,13.81,6.74,4.34,20200729_201847_024880.txt
639389,639492,FEM,11.3,5.61,3.39,20200729_201847_024880.txt
639908,640576,FEM,8.4,3.84,2.52,20200729_201847_024880.txt
643511,645492,FEM,21.79,11.01,7.15,20200729_201847_024880.txt
647992,648407,FEM,9.45,4.5,2.83,20200729_201847_024880.txt
651122,651414,MAL,9.58,4.62,2.85,20200729_201847_024880.txt
659711,662993,FEM,35.2,17.99,11.57,20200729_201847_024880.txt
664743,664922,FEM,10.7,5.26,3.2,20200729_201847_024880.txt
667511,668010,FEM,11.33,5.5,3.47,20200729_201847_024880.txt
709094,709568,FEM,11.81,5.82,3.62,20200729_201847_024880.txt
711958,713011,FEM,12.84,6.29,4.06,20200729_201847_024880.txt
714761,715218,FEM,6.34,2.81,1.8,20200729_201847_024880.txt
728992,731493,FEM,25.01,12.8,8.31,20200729_201847_024880.txt
