segment_onset,segment_offset,speaker_type,phonemes,syllables,words,raw_filename
25032,25666,FEM,9.98,4.65,3.04,20230509_144410_045737_2.txt
28166,32689,FEM,36.56,17.45,12.18,20230509_144410_045737_2.txt
35179,37010,FEM,13.41,5.7,4.28,20230509_144410_045737_2.txt
37498,38023,FEM,11.24,5.34,3.44,20230509_144410_045737_2.txt
39137,40993,FEM,16.11,7.41,5.23,20230509_144410_045737_2.txt
44493,46012,FEM,16.86,7.95,5.27,20230509_144410_045737_2.txt
53997,54763,MAL,17.02,8.53,5.35,20230509_144410_045737_2.txt
60500,61011,MAL,16.3,8.25,5.12,20230509_144410_045737_2.txt
67233,68281,FEM,17.31,8.63,5.5,20230509_144410_045737_2.txt
70117,74992,FEM,40.69,19.51,13.61,20230509_144410_045737_2.txt
113918,114541,MAL,6.39,2.56,1.84,20230509_144410_045737_2.txt
139511,139692,FEM,8.63,4.07,2.51,20230509_144410_045737_2.txt
142822,143993,FEM,14.39,6.83,4.49,20230509_144410_045737_2.txt
168492,169337,FEM,12.62,5.96,3.9,20230509_144410_045737_2.txt
236512,237384,FEM,10.05,4.37,3.0,20230509_144410_045737_2.txt
247015,247540,MAL,10.09,4.79,3.06,20230509_144410_045737_2.txt
248010,249714,FEM,16.77,7.95,5.43,20230509_144410_045737_2.txt
263744,264168,FEM,7.25,3.26,2.09,20230509_144410_045737_2.txt
279227,280086,FEM,8.1,3.31,2.4,20230509_144410_045737_2.txt
281262,282281,FEM,11.23,5.28,3.52,20230509_144410_045737_2.txt
287511,292511,FEM,43.56,21.43,14.54,20230509_144410_045737_2.txt
294035,298588,FEM,40.06,19.95,13.46,20230509_144410_045737_2.txt
299336,300993,FEM,17.66,8.54,5.72,20230509_144410_045737_2.txt
300208,302159,MAL,19.53,9.25,6.34,20230509_144410_045737_2.txt
303931,304883,FEM,9.82,4.38,2.99,20230509_144410_045737_2.txt
318578,319219,FEM,9.96,4.65,3.03,20230509_144410_045737_2.txt
328706,331992,FEM,30.61,15.22,10.25,20230509_144410_045737_2.txt
331442,331687,MAL,11.34,5.59,3.42,20230509_144410_045737_2.txt
336876,338012,MAL,14.97,7.42,4.73,20230509_144410_045737_2.txt
336992,338011,FEM,14.29,7.09,4.49,20230509_144410_045737_2.txt
339603,340511,FEM,12.48,5.98,3.87,20230509_144410_045737_2.txt
342500,344238,FEM,15.05,6.9,4.86,20230509_144410_045737_2.txt
345102,349511,FEM,33.72,16.44,11.53,20230509_144410_045737_2.txt
346984,347117,MAL,6.77,3.08,1.89,20230509_144410_045737_2.txt
349188,351142,MAL,23.77,11.94,7.64,20230509_144410_045737_2.txt
349711,350486,FEM,12.9,6.32,3.98,20230509_144410_045737_2.txt
353020,353437,FEM,7.14,3.22,2.06,20230509_144410_045737_2.txt
354491,355288,MAL,13.42,6.69,4.21,20230509_144410_045737_2.txt
355511,360884,FEM,42.69,21.65,14.68,20230509_144410_045737_2.txt
355732,356010,MAL,8.86,4.23,2.61,20230509_144410_045737_2.txt
357843,358447,MAL,8.96,4.25,2.69,20230509_144410_045737_2.txt
361714,362011,FEM,8.53,4.04,2.5,20230509_144410_045737_2.txt
362489,364011,FEM,16.55,7.84,5.27,20230509_144410_045737_2.txt
370310,371346,FEM,13.06,6.17,4.13,20230509_144410_045737_2.txt
374119,375511,FEM,13.71,6.61,4.41,20230509_144410_045737_2.txt
375185,375295,MAL,9.44,4.57,2.77,20230509_144410_045737_2.txt
376804,376914,FEM,7.85,3.68,2.24,20230509_144410_045737_2.txt
379747,381013,FEM,14.02,6.77,4.49,20230509_144410_045737_2.txt
381129,381380,FEM,12.12,6.03,3.69,20230509_144410_045737_2.txt
384991,386061,FEM,14.32,6.89,4.51,20230509_144410_045737_2.txt
389163,392992,FEM,30.29,14.03,9.92,20230509_144410_045737_2.txt
394011,395535,FEM,11.2,4.52,3.49,20230509_144410_045737_2.txt
404931,406011,FEM,14.03,6.72,4.41,20230509_144410_045737_2.txt
405646,405875,MAL,11.93,5.89,3.62,20230509_144410_045737_2.txt
409266,415204,FEM,44.53,21.5,15.18,20230509_144410_045737_2.txt
415511,417521,FEM,21.65,10.43,7.05,20230509_144410_045737_2.txt
418821,418943,MAL,12.36,6.19,3.74,20230509_144410_045737_2.txt
