segment_onset,segment_offset,speaker_type,phonemes,syllables,words,raw_filename
71547,73022,MAL,17.58,8.74,5.66,20210726_101603_043300_1.txt
152759,153048,MAL,7.78,3.6,2.25,20210726_101603_043300_1.txt
191013,191852,MAL,16.0,7.93,4.97,20210726_101603_043300_1.txt
204869,205488,MAL,12.16,6.01,3.76,20210726_101603_043300_1.txt
208874,208989,FEM,12.22,6.12,3.7,20210726_101603_043300_1.txt
208946,209079,MAL,10.9,5.38,3.26,20210726_101603_043300_1.txt
243329,244760,MAL,18.83,9.28,6.02,20210726_101603_043300_1.txt
248132,248378,FEM,5.54,2.36,1.5,20210726_101603_043300_1.txt
249072,249853,FEM,9.83,4.52,3.01,20210726_101603_043300_1.txt
250216,253493,MAL,20.87,8.9,7.0,20210726_101603_043300_1.txt
262011,265011,MAL,23.99,11.7,8.05,20210726_101603_043300_1.txt
267671,278797,MAL,99.5,50.26,33.58,20210726_101603_043300_1.txt
271991,272479,FEM,8.06,3.75,2.38,20210726_101603_043300_1.txt
280174,290581,MAL,82.29,41.1,28.3,20210726_101603_043300_1.txt
282064,282511,FEM,8.7,4.08,2.58,20210726_101603_043300_1.txt
291492,293490,FEM,18.74,9.43,6.19,20210726_101603_043300_1.txt
291624,292012,MAL,7.71,3.57,2.24,20210726_101603_043300_1.txt
299325,304492,MAL,42.65,20.98,14.37,20210726_101603_043300_1.txt
301992,302097,FEM,12.29,6.11,3.72,20210726_101603_043300_1.txt
302515,302721,FEM,8.03,3.78,2.32,20210726_101603_043300_1.txt
306492,308760,MAL,24.07,12.27,7.96,20210726_101603_043300_1.txt
309747,312229,MAL,22.52,10.87,7.42,20210726_101603_043300_1.txt
314958,320491,MAL,41.2,20.02,14.16,20210726_101603_043300_1.txt
321492,323411,MAL,17.16,7.94,5.54,20210726_101603_043300_1.txt
326511,329592,FEM,27.88,14.18,9.36,20210726_101603_043300_1.txt
334824,341493,FEM,53.1,25.8,17.89,20210726_101603_043300_1.txt
335192,335300,MAL,9.5,4.59,2.79,20210726_101603_043300_1.txt
336015,337400,MAL,15.9,7.48,4.98,20210726_101603_043300_1.txt
338079,339917,MAL,15.44,7.24,5.01,20210726_101603_043300_1.txt
340646,342467,MAL,15.58,7.36,5.05,20210726_101603_043300_1.txt
346020,348058,MAL,18.29,8.82,5.99,20210726_101603_043300_1.txt
350512,352010,MAL,13.64,6.24,4.4,20210726_101603_043300_1.txt
356680,358565,MAL,19.05,9.29,6.22,20210726_101603_043300_1.txt
360511,364509,FEM,32.15,15.46,10.88,20210726_101603_043300_1.txt
365222,372991,MAL,60.69,29.35,20.66,20210726_101603_043300_1.txt
375538,378041,MAL,23.8,11.35,7.8,20210726_101603_043300_1.txt
379193,381628,FEM,24.24,11.87,7.93,20210726_101603_043300_1.txt
380492,381562,MAL,14.27,7.01,4.54,20210726_101603_043300_1.txt
382283,382489,MAL,11.06,5.39,3.33,20210726_101603_043300_1.txt
384085,384492,FEM,8.64,4.09,2.55,20210726_101603_043300_1.txt
384882,386011,FEM,10.99,5.02,3.41,20210726_101603_043300_1.txt
385574,389371,MAL,29.24,13.65,9.72,20210726_101603_043300_1.txt
388511,391010,FEM,19.91,9.17,6.55,20210726_101603_043300_1.txt
393010,394510,FEM,15.85,7.57,5.03,20210726_101603_043300_1.txt
396011,398907,MAL,21.5,9.78,7.15,20210726_101603_043300_1.txt
401919,402511,FEM,10.13,4.83,3.08,20210726_101603_043300_1.txt
403645,403751,FEM,9.11,4.39,2.66,20210726_101603_043300_1.txt
405493,410220,MAL,36.05,17.8,12.36,20210726_101603_043300_1.txt
410010,410223,FEM,9.6,4.61,2.84,20210726_101603_043300_1.txt
410819,411511,FEM,10.44,4.86,3.15,20210726_101603_043300_1.txt
411991,413230,MAL,12.83,5.92,4.04,20210726_101603_043300_1.txt
414512,416502,MAL,15.09,6.68,4.92,20210726_101603_043300_1.txt
417768,419012,MAL,9.54,3.98,2.94,20210726_101603_043300_1.txt
421991,428422,MAL,52.99,26.11,17.92,20210726_101603_043300_1.txt
428802,431991,MAL,30.21,14.96,9.89,20210726_101603_043300_1.txt
428804,429511,FEM,10.12,4.71,3.05,20210726_101603_043300_1.txt
431090,433047,FEM,18.48,8.85,5.94,20210726_101603_043300_1.txt
434373,443494,MAL,79.26,39.72,26.76,20210726_101603_043300_1.txt
434492,434686,FEM,9.04,4.31,2.65,20210726_101603_043300_1.txt
444992,447992,FEM,27.08,13.13,8.76,20210726_101603_043300_1.txt
446891,447223,MAL,7.45,3.42,2.14,20210726_101603_043300_1.txt
447986,448437,MAL,8.53,3.99,2.52,20210726_101603_043300_1.txt
448097,448210,FEM,7.88,3.7,2.25,20210726_101603_043300_1.txt
449449,452130,MAL,21.76,10.49,7.2,20210726_101603_043300_1.txt
452473,452596,MAL,5.55,2.39,1.48,20210726_101603_043300_1.txt
452717,454140,MAL,9.46,3.91,2.95,20210726_101603_043300_1.txt
456018,456992,MAL,12.46,5.9,3.87,20210726_101603_043300_1.txt
457415,459992,MAL,22.38,10.65,7.39,20210726_101603_043300_1.txt
464511,467491,MAL,24.22,11.47,8.07,20210726_101603_043300_1.txt
467677,467886,MAL,11.73,5.77,3.55,20210726_101603_043300_1.txt
469854,474063,MAL,27.19,12.35,9.27,20210726_101603_043300_1.txt
473610,478301,FEM,40.36,19.48,13.26,20210726_101603_043300_1.txt
474491,476383,MAL,20.6,9.64,6.31,20210726_101603_043300_1.txt
477524,481490,MAL,29.88,14.21,10.07,20210726_101603_043300_1.txt
484429,485241,FEM,8.8,3.97,2.62,20210726_101603_043300_1.txt
484635,488631,MAL,29.62,14.33,9.99,20210726_101603_043300_1.txt
491820,495011,MAL,26.63,12.72,8.8,20210726_101603_043300_1.txt
500577,501095,FEM,6.81,3.01,1.96,20210726_101603_043300_1.txt
504706,505086,MAL,8.95,4.23,2.65,20210726_101603_043300_1.txt
505913,506512,MAL,6.76,2.85,1.96,20210726_101603_043300_1.txt
509720,510987,MAL,13.2,6.05,4.16,20210726_101603_043300_1.txt
511071,511511,FEM,3.67,1.24,0.91,20210726_101603_043300_1.txt
513501,513641,MAL,9.96,4.85,2.95,20210726_101603_043300_1.txt
513511,513945,FEM,9.74,4.51,2.92,20210726_101603_043300_1.txt
514487,517928,MAL,28.28,13.45,9.45,20210726_101603_043300_1.txt
523257,524011,FEM,6.91,2.97,2.04,20210726_101603_043300_1.txt
525317,525511,FEM,4.05,1.55,0.99,20210726_101603_043300_1.txt
525908,526492,FEM,6.57,2.79,1.9,20210726_101603_043300_1.txt
526907,527067,MAL,10.97,5.41,3.29,20210726_101603_043300_1.txt
536821,538098,FEM,11.53,5.37,3.61,20210726_101603_043300_1.txt
538019,540987,MAL,24.35,11.63,8.11,20210726_101603_043300_1.txt
541495,542992,FEM,14.26,6.31,4.45,20210726_101603_043300_1.txt
542492,545629,MAL,23.18,10.37,7.7,20210726_101603_043300_1.txt
553859,555992,MAL,19.08,8.77,6.11,20210726_101603_043300_1.txt
558038,559655,FEM,14.48,6.77,4.65,20210726_101603_043300_1.txt
562756,562992,FEM,6.64,2.99,1.86,20210726_101603_043300_1.txt
563679,563993,FEM,5.94,2.57,1.64,20210726_101603_043300_1.txt
564011,564313,MAL,6.3,2.78,1.76,20210726_101603_043300_1.txt
564729,569736,MAL,32.79,15.08,11.22,20210726_101603_043300_1.txt
570944,572802,MAL,14.94,6.75,4.79,20210726_101603_043300_1.txt
580492,584513,MAL,30.68,14.31,10.29,20210726_101603_043300_1.txt
586450,587307,FEM,7.52,3.36,2.26,20210726_101603_043300_1.txt
