segment_onset,segment_offset,speaker_type,phonemes,syllables,words,raw_filename
2336,6487,MAL,33.77,16.04,11.19,20220516_094951_024880_1.txt
4013,7050,FEM,24.85,11.62,8.13,20220516_094951_024880_1.txt
9990,10778,MAL,10.29,4.81,3.17,20220516_094951_024880_1.txt
9992,12844,FEM,26.32,12.78,8.54,20220516_094951_024880_1.txt
16511,19213,MAL,22.55,10.97,7.52,20220516_094951_024880_1.txt
34979,36758,FEM,15.25,7.08,4.94,20220516_094951_024880_1.txt
36941,38711,FEM,16.2,7.68,5.25,20220516_094951_024880_1.txt
39518,44012,FEM,38.66,19.79,13.19,20220516_094951_024880_1.txt
45654,47623,FEM,18.98,9.52,6.26,20220516_094951_024880_1.txt
48539,49950,FEM,14.57,7.04,4.65,20220516_094951_024880_1.txt
58300,59493,FEM,13.55,6.56,4.27,20220516_094951_024880_1.txt
62667,63620,FEM,11.56,5.51,3.62,20220516_094951_024880_1.txt
79451,86010,FEM,54.42,26.42,18.26,20220516_094951_024880_1.txt
89672,90096,FEM,8.34,3.76,2.46,20220516_094951_024880_1.txt
95594,96099,FEM,8.53,3.88,2.53,20220516_094951_024880_1.txt
119991,123898,MAL,29.69,14.19,10.1,20220516_094951_024880_1.txt
123010,126031,FEM,32.81,16.21,10.57,20220516_094951_024880_1.txt
125012,126138,MAL,17.25,8.38,5.33,20220516_094951_024880_1.txt
127492,129490,MAL,19.91,9.67,6.52,20220516_094951_024880_1.txt
139992,141987,MAL,20.52,9.84,6.62,20220516_094951_024880_1.txt
144492,145992,FEM,17.88,8.74,5.71,20220516_094951_024880_1.txt
144767,145518,MAL,12.29,5.83,3.77,20220516_094951_024880_1.txt
148532,148675,MAL,13.76,6.95,4.21,20220516_094951_024880_1.txt
155147,156205,MAL,10.55,4.86,3.25,20220516_094951_024880_1.txt
155392,156447,FEM,10.19,4.61,3.13,20220516_094951_024880_1.txt
158993,160370,FEM,14.95,7.38,4.77,20220516_094951_024880_1.txt
160491,161460,FEM,12.44,5.88,3.92,20220516_094951_024880_1.txt
162950,164492,FEM,14.78,6.75,4.74,20220516_094951_024880_1.txt
168441,169070,FEM,11.84,5.69,3.66,20220516_094951_024880_1.txt
188595,189013,MAL,9.28,4.41,2.77,20220516_094951_024880_1.txt
194425,195510,FEM,10.8,4.89,3.33,20220516_094951_024880_1.txt
196054,197655,FEM,14.55,6.7,4.62,20220516_094951_024880_1.txt
197822,198492,FEM,5.5,2.01,1.55,20220516_094951_024880_1.txt
200551,202294,FEM,18.23,8.63,5.76,20220516_094951_024880_1.txt
200637,201982,MAL,15.43,7.33,4.82,20220516_094951_024880_1.txt
203700,204011,FEM,8.98,4.25,2.65,20220516_094951_024880_1.txt
206557,207993,FEM,14.08,6.29,4.44,20220516_094951_024880_1.txt
208435,211511,FEM,26.18,12.46,8.58,20220516_094951_024880_1.txt
217131,217252,MAL,8.94,4.29,2.61,20220516_094951_024880_1.txt
220992,221718,FEM,10.16,4.66,3.11,20220516_094951_024880_1.txt
222981,224117,FEM,13.9,6.53,4.27,20220516_094951_024880_1.txt
223172,223935,MAL,12.02,5.63,3.58,20220516_094951_024880_1.txt
246404,247104,FEM,8.62,3.82,2.6,20220516_094951_024880_1.txt
251758,255659,MAL,38.98,19.05,12.72,20220516_094951_024880_1.txt
266828,267511,FEM,7.38,3.22,2.18,20220516_094951_024880_1.txt
268491,269011,FEM,9.18,4.32,2.75,20220516_094951_024880_1.txt
271492,273200,FEM,16.12,7.44,5.16,20220516_094951_024880_1.txt
275979,278011,FEM,20.15,9.35,6.4,20220516_094951_024880_1.txt
282493,284331,FEM,15.43,7.11,4.95,20220516_094951_024880_1.txt
285010,288993,FEM,32.55,15.91,10.97,20220516_094951_024880_1.txt
288993,291011,MAL,23.18,11.29,7.4,20220516_094951_024880_1.txt
289275,290512,FEM,17.74,8.67,5.52,20220516_094951_024880_1.txt
296992,297637,FEM,13.78,6.85,4.3,20220516_094951_024880_1.txt
303694,305010,FEM,15.53,7.41,4.9,20220516_094951_024880_1.txt
303949,304990,MAL,13.66,6.47,4.23,20220516_094951_024880_1.txt
309958,316831,FEM,64.68,32.9,21.73,20220516_094951_024880_1.txt
317473,320011,FEM,23.39,11.47,7.72,20220516_094951_024880_1.txt
322010,323991,FEM,17.99,8.3,5.83,20220516_094951_024880_1.txt
325266,327512,FEM,23.14,10.92,7.32,20220516_094951_024880_1.txt
337622,337973,MAL,8.88,4.2,2.63,20220516_094951_024880_1.txt
343067,343808,MAL,11.63,5.55,3.6,20220516_094951_024880_1.txt
346992,350048,MAL,21.19,9.39,7.07,20220516_094951_024880_1.txt
356493,356749,FEM,5.12,2.15,1.36,20220516_094951_024880_1.txt
357143,358994,MAL,16.13,7.54,5.19,20220516_094951_024880_1.txt
366744,368401,FEM,15.51,6.91,4.95,20220516_094951_024880_1.txt
369230,370438,FEM,14.75,6.97,4.67,20220516_094951_024880_1.txt
375011,376511,FEM,15.36,6.99,4.87,20220516_094951_024880_1.txt
379492,383805,FEM,33.04,15.82,11.18,20220516_094951_024880_1.txt
381875,383117,MAL,14.73,7.08,4.62,20220516_094951_024880_1.txt
383992,387458,FEM,30.9,15.32,10.38,20220516_094951_024880_1.txt
395493,397515,FEM,24.69,12.15,7.86,20220516_094951_024880_1.txt
433510,436011,FEM,24.52,11.73,7.93,20220516_094951_024880_1.txt
435026,435930,MAL,14.26,6.86,4.41,20220516_094951_024880_1.txt
442277,442717,FEM,9.0,4.2,2.68,20220516_094951_024880_1.txt
442839,443517,FEM,9.29,4.21,2.76,20220516_094951_024880_1.txt
475511,480803,MAL,42.5,20.69,14.39,20220516_094951_024880_1.txt
476844,479011,FEM,23.56,11.35,7.51,20220516_094951_024880_1.txt
480705,489689,FEM,77.66,39.02,26.36,20220516_094951_024880_1.txt
482028,482477,MAL,10.11,4.8,3.05,20220516_094951_024880_1.txt
485992,486839,MAL,12.81,6.07,3.96,20220516_094951_024880_1.txt
490116,490732,FEM,10.23,4.85,3.12,20220516_094951_024880_1.txt
493012,494733,FEM,20.31,9.93,6.56,20220516_094951_024880_1.txt
501512,502761,MAL,13.99,6.5,4.43,20220516_094951_024880_1.txt
501753,501993,FEM,9.74,4.7,2.89,20220516_094951_024880_1.txt
503992,504515,FEM,8.58,3.98,2.55,20220516_094951_024880_1.txt
546441,547850,FEM,18.18,8.88,5.79,20220516_094951_024880_1.txt
546971,547376,MAL,11.34,5.59,3.45,20220516_094951_024880_1.txt
548826,549000,MAL,10.79,5.32,3.23,20220516_094951_024880_1.txt
548856,549992,FEM,15.26,7.42,4.83,20220516_094951_024880_1.txt
553114,553511,FEM,10.06,4.81,3.02,20220516_094951_024880_1.txt
557471,558991,MAL,14.49,6.59,4.64,20220516_094951_024880_1.txt
575512,578733,FEM,32.7,15.87,10.57,20220516_094951_024880_1.txt
578011,580993,MAL,29.62,14.24,9.56,20220516_094951_024880_1.txt
622492,624492,MAL,20.13,9.9,6.65,20220516_094951_024880_1.txt
624993,629512,FEM,42.39,20.85,13.96,20220516_094951_024880_1.txt
634853,636993,FEM,22.67,10.95,7.31,20220516_094951_024880_1.txt
640060,641150,FEM,8.62,3.63,2.66,20220516_094951_024880_1.txt
644492,644993,FEM,9.32,4.4,2.8,20220516_094951_024880_1.txt
649991,651655,FEM,17.95,8.77,5.76,20220516_094951_024880_1.txt
652715,654510,FEM,17.11,8.1,5.56,20220516_094951_024880_1.txt
681512,681848,MAL,8.34,3.9,2.44,20220516_094951_024880_1.txt
682992,683260,FEM,9.49,4.49,2.81,20220516_094951_024880_1.txt
704511,706011,FEM,14.24,6.98,4.61,20220516_094951_024880_1.txt
709493,710472,FEM,13.89,6.61,4.29,20220516_094951_024880_1.txt
710993,711300,MAL,12.16,6.01,3.71,20220516_094951_024880_1.txt
711642,711791,MAL,13.82,6.99,4.23,20220516_094951_024880_1.txt
725073,725189,FEM,8.18,3.87,2.35,20220516_094951_024880_1.txt
740492,742178,FEM,17.77,8.43,5.71,20220516_094951_024880_1.txt
741488,743248,MAL,19.54,9.5,6.31,20220516_094951_024880_1.txt
742343,744405,FEM,24.34,12.11,7.85,20220516_094951_024880_1.txt
743577,743990,MAL,12.8,6.32,3.89,20220516_094951_024880_1.txt
747379,748975,FEM,16.55,7.92,5.28,20220516_094951_024880_1.txt
749640,749819,MAL,11.75,5.81,3.55,20220516_094951_024880_1.txt
758082,758477,MAL,11.34,5.58,3.45,20220516_094951_024880_1.txt
758098,759512,FEM,17.33,8.58,5.57,20220516_094951_024880_1.txt
759191,760350,MAL,16.8,8.41,5.35,20220516_094951_024880_1.txt
759664,759814,FEM,13.34,6.73,4.08,20220516_094951_024880_1.txt
763992,765008,FEM,12.75,5.89,3.92,20220516_094951_024880_1.txt
765011,765170,MAL,9.53,4.59,2.81,20220516_094951_024880_1.txt
768513,769961,FEM,15.04,7.06,4.76,20220516_094951_024880_1.txt
770492,770595,FEM,11.0,5.41,3.29,20220516_094951_024880_1.txt
770717,770881,FEM,9.74,4.71,2.88,20220516_094951_024880_1.txt
771491,772321,FEM,11.69,5.59,3.59,20220516_094951_024880_1.txt
774011,774485,FEM,9.22,4.34,2.76,20220516_094951_024880_1.txt
778013,782492,FEM,37.66,18.95,12.75,20220516_094951_024880_1.txt
784829,785870,MAL,11.38,5.3,3.57,20220516_094951_024880_1.txt
786890,788493,FEM,16.58,7.71,5.24,20220516_094951_024880_1.txt
791154,792011,FEM,11.43,5.31,3.51,20220516_094951_024880_1.txt
792902,793985,MAL,13.12,6.15,4.06,20220516_094951_024880_1.txt
796799,798036,FEM,14.69,6.97,4.66,20220516_094951_024880_1.txt
797013,797430,MAL,10.23,4.93,3.09,20220516_094951_024880_1.txt
808993,810993,FEM,20.0,9.54,6.45,20220516_094951_024880_1.txt
809511,811069,MAL,17.37,8.26,5.5,20220516_094951_024880_1.txt
811240,811412,MAL,14.66,7.45,4.52,20220516_094951_024880_1.txt
815417,817982,FEM,25.94,12.58,8.42,20220516_094951_024880_1.txt
816548,817991,MAL,18.35,8.92,5.81,20220516_094951_024880_1.txt
819788,822012,FEM,20.54,9.77,6.72,20220516_094951_024880_1.txt
828114,830490,MAL,22.08,10.52,7.31,20220516_094951_024880_1.txt
828635,828993,FEM,11.32,5.56,3.44,20220516_094951_024880_1.txt
830697,832125,FEM,19.28,9.44,6.01,20220516_094951_024880_1.txt
834011,837627,MAL,28.69,13.93,9.67,20220516_094951_024880_1.txt
835753,836814,FEM,12.67,6.01,3.96,20220516_094951_024880_1.txt
840512,845909,FEM,56.29,28.22,18.37,20220516_094951_024880_1.txt
850492,853042,FEM,26.3,12.8,8.53,20220516_094951_024880_1.txt
852414,852919,MAL,13.1,6.36,4.0,20220516_094951_024880_1.txt
867341,871688,FEM,38.53,19.2,12.91,20220516_094951_024880_1.txt
873182,873327,MAL,12.58,6.27,3.82,20220516_094951_024880_1.txt
874743,875364,FEM,10.94,5.17,3.3,20220516_094951_024880_1.txt
875679,875817,FEM,12.89,6.46,3.92,20220516_094951_024880_1.txt
876272,877892,MAL,18.98,9.15,6.05,20220516_094951_024880_1.txt
876297,877031,FEM,13.3,6.33,4.06,20220516_094951_024880_1.txt
885511,885783,MAL,12.13,6.0,3.69,20220516_094951_024880_1.txt
886143,886448,FEM,10.82,5.25,3.26,20220516_094951_024880_1.txt
889819,894053,FEM,29.54,13.76,10.11,20220516_094951_024880_1.txt
890652,891572,MAL,12.24,5.62,3.79,20220516_094951_024880_1.txt
893411,893735,MAL,9.04,4.3,2.67,20220516_094951_024880_1.txt
893837,893950,MAL,9.28,4.48,2.72,20220516_094951_024880_1.txt
896064,899982,FEM,29.7,13.83,9.9,20220516_094951_024880_1.txt
900485,910492,FEM,73.68,36.38,25.63,20220516_094951_024880_1.txt
902536,903948,MAL,14.89,7.1,4.75,20220516_094951_024880_1.txt
911643,912693,FEM,12.72,6.02,3.97,20220516_094951_024880_1.txt
