segment_onset,segment_offset,speaker_type,phonemes,syllables,words,raw_filename
609,2673,FEM,15.83,7.11,5.12,20200212_135321_024883_2.txt
3326,6082,FEM,24.23,11.96,7.93,20200212_135321_024883_2.txt
6684,9492,FEM,23.24,10.66,7.4,20200212_135321_024883_2.txt
10549,11720,FEM,8.95,3.75,2.73,20200212_135321_024883_2.txt
12245,13576,FEM,10.98,4.77,3.39,20200212_135321_024883_2.txt
15625,15762,FEM,6.51,2.91,1.8,20200212_135321_024883_2.txt
15992,23510,FEM,53.17,24.7,17.85,20200212_135321_024883_2.txt
24511,27768,FEM,32.41,16.03,10.43,20200212_135321_024883_2.txt
30011,35013,FEM,41.38,20.21,13.76,20200212_135321_024883_2.txt
37992,39992,FEM,17.86,8.63,5.84,20200212_135321_024883_2.txt
41796,44012,FEM,19.22,9.19,6.33,20200212_135321_024883_2.txt
50011,59657,FEM,90.74,46.13,30.41,20200212_135321_024883_2.txt
59839,64746,FEM,44.7,22.82,14.96,20200212_135321_024883_2.txt
66493,74554,FEM,70.93,36.39,24.12,20200212_135321_024883_2.txt
71609,71783,MAL,7.42,3.42,2.11,20200212_135321_024883_2.txt
72218,72333,MAL,9.03,4.34,2.64,20200212_135321_024883_2.txt
75745,80511,FEM,47.73,23.75,15.52,20200212_135321_024883_2.txt
83012,85047,FEM,21.2,10.41,6.86,20200212_135321_024883_2.txt
86527,89610,FEM,27.49,13.5,9.08,20200212_135321_024883_2.txt
89988,91866,FEM,15.45,7.29,4.97,20200212_135321_024883_2.txt
92505,95654,FEM,29.1,13.95,9.31,20200212_135321_024883_2.txt
100992,103992,FEM,23.82,11.56,7.89,20200212_135321_024883_2.txt
104097,112607,FEM,70.79,35.9,24.2,20200212_135321_024883_2.txt
115493,121389,FEM,59.29,30.37,19.57,20200212_135321_024883_2.txt
121510,128800,FEM,65.02,33.31,21.97,20200212_135321_024883_2.txt
127700,128427,MAL,11.25,5.29,3.32,20200212_135321_024883_2.txt
129494,131993,FEM,25.23,12.5,8.12,20200212_135321_024883_2.txt
130462,131189,MAL,8.79,4.06,2.61,20200212_135321_024883_2.txt
131306,131480,MAL,7.82,3.64,2.24,20200212_135321_024883_2.txt
133512,135493,FEM,19.25,9.49,6.25,20200212_135321_024883_2.txt
140010,142492,FEM,22.38,11.21,7.43,20200212_135321_024883_2.txt
144992,156401,FEM,111.54,57.02,37.16,20200212_135321_024883_2.txt
157417,157991,MAL,7.09,3.0,2.01,20200212_135321_024883_2.txt
157445,161991,FEM,39.43,19.63,13.14,20200212_135321_024883_2.txt
162493,163435,MAL,10.62,4.96,3.25,20200212_135321_024883_2.txt
162707,163510,FEM,9.34,4.26,2.8,20200212_135321_024883_2.txt
163649,164272,FEM,8.5,3.97,2.54,20200212_135321_024883_2.txt
164174,165252,MAL,11.38,5.38,3.53,20200212_135321_024883_2.txt
166625,169298,FEM,21.18,10.28,7.01,20200212_135321_024883_2.txt
170237,171417,MAL,11.4,5.28,3.5,20200212_135321_024883_2.txt
170826,171012,FEM,6.28,2.8,1.73,20200212_135321_024883_2.txt
171511,171884,FEM,9.18,4.37,2.73,20200212_135321_024883_2.txt
174052,174572,FEM,8.48,3.97,2.52,20200212_135321_024883_2.txt
175492,180279,FEM,47.93,24.37,15.75,20200212_135321_024883_2.txt
177775,179198,MAL,16.17,7.73,4.92,20200212_135321_024883_2.txt
181216,182677,FEM,14.94,7.36,4.78,20200212_135321_024883_2.txt
183013,183632,MAL,7.0,3.12,2.04,20200212_135321_024883_2.txt
183511,184012,FEM,9.8,4.71,2.96,20200212_135321_024883_2.txt
