segment_onset,segment_offset,speaker_type,phonemes,syllables,words,raw_filename
22150,26510,MAL,38.89,20.01,13.25,20211007_104945_045732_2.txt
28070,30004,MAL,17.55,8.27,5.67,20211007_104945_045732_2.txt
31998,32935,FEM,14.42,6.98,4.41,20211007_104945_045732_2.txt
32186,32328,MAL,8.91,4.27,2.6,20211007_104945_045732_2.txt
33137,33366,MAL,9.63,4.63,2.85,20211007_104945_045732_2.txt
35513,38000,MAL,25.49,12.93,8.41,20211007_104945_045732_2.txt
40993,45492,FEM,43.67,22.52,14.7,20211007_104945_045732_2.txt
41361,41577,MAL,8.13,3.82,2.35,20211007_104945_045732_2.txt
45131,47713,MAL,27.42,13.92,9.02,20211007_104945_045732_2.txt
49110,50187,MAL,14.73,7.32,4.69,20211007_104945_045732_2.txt
50370,51654,MAL,14.91,7.28,4.74,20211007_104945_045732_2.txt
51909,52118,FEM,7.95,3.7,2.29,20211007_104945_045732_2.txt
59520,60011,FEM,9.87,4.75,2.98,20211007_104945_045732_2.txt
68479,71511,MAL,31.35,16.02,10.4,20211007_104945_045732_2.txt
79512,81991,MAL,17.43,8.02,5.78,20211007_104945_045732_2.txt
91773,94373,MAL,24.08,11.74,7.91,20211007_104945_045732_2.txt
94745,98012,MAL,29.07,14.53,9.74,20211007_104945_045732_2.txt
105160,105438,FEM,10.49,5.1,3.15,20211007_104945_045732_2.txt
106512,107440,FEM,13.18,6.27,4.1,20211007_104945_045732_2.txt
108003,111748,MAL,33.16,16.85,11.23,20211007_104945_045732_2.txt
114878,116542,FEM,18.49,9.16,6.0,20211007_104945_045732_2.txt
115493,118694,MAL,30.07,15.19,10.06,20211007_104945_045732_2.txt
122028,125492,MAL,28.37,13.75,9.48,20211007_104945_045732_2.txt
128957,130609,FEM,15.82,7.46,5.1,20211007_104945_045732_2.txt
136546,138011,FEM,15.38,7.3,4.93,20211007_104945_045732_2.txt
138454,139559,MAL,11.96,5.77,3.78,20211007_104945_045732_2.txt
144992,147992,FEM,25.52,12.77,8.51,20211007_104945_045732_2.txt
145149,149511,MAL,40.12,20.31,13.34,20211007_104945_045732_2.txt
149766,149931,MAL,9.99,4.86,2.96,20211007_104945_045732_2.txt
150090,151285,FEM,12.28,5.67,3.74,20211007_104945_045732_2.txt
150262,150490,MAL,5.98,2.62,1.64,20211007_104945_045732_2.txt
151966,156375,MAL,39.21,19.32,12.99,20211007_104945_045732_2.txt
154511,157169,FEM,22.9,11.11,7.53,20211007_104945_045732_2.txt
159859,161766,FEM,22.17,11.04,7.05,20211007_104945_045732_2.txt
161511,161653,MAL,10.17,4.97,3.02,20211007_104945_045732_2.txt
161978,162483,MAL,5.78,2.36,1.62,20211007_104945_045732_2.txt
163821,165989,MAL,19.32,9.6,6.41,20211007_104945_045732_2.txt
165957,166082,FEM,5.74,2.51,1.54,20211007_104945_045732_2.txt
166536,166855,FEM,6.8,3.08,1.93,20211007_104945_045732_2.txt
167096,169404,MAL,23.96,11.87,7.72,20211007_104945_045732_2.txt
173492,177512,MAL,37.31,19.09,12.61,20211007_104945_045732_2.txt
174709,175171,FEM,10.06,4.85,3.03,20211007_104945_045732_2.txt
175859,175965,FEM,9.42,4.57,2.76,20211007_104945_045732_2.txt
176421,176968,FEM,10.81,5.25,3.3,20211007_104945_045732_2.txt
181671,185022,FEM,29.35,14.98,9.95,20211007_104945_045732_2.txt
186229,189488,MAL,27.88,13.9,9.39,20211007_104945_045732_2.txt
207993,217345,FEM,83.18,42.54,28.31,20211007_104945_045732_2.txt
222011,224011,FEM,22.4,10.93,7.2,20211007_104945_045732_2.txt
225383,227514,FEM,25.93,12.82,8.29,20211007_104945_045732_2.txt
228511,230988,MAL,26.78,13.29,8.74,20211007_104945_045732_2.txt
234492,236993,FEM,30.12,15.06,9.69,20211007_104945_045732_2.txt
238574,239511,FEM,13.67,6.69,4.27,20211007_104945_045732_2.txt
241512,242511,FEM,16.06,7.93,5.02,20211007_104945_045732_2.txt
242426,244041,MAL,19.21,9.26,6.17,20211007_104945_045732_2.txt
249122,249416,MAL,4.16,1.6,1.04,20211007_104945_045732_2.txt
250511,254510,FEM,35.99,18.03,12.06,20211007_104945_045732_2.txt
254296,257085,MAL,25.38,12.32,8.38,20211007_104945_045732_2.txt
257280,257434,MAL,11.28,5.49,3.39,20211007_104945_045732_2.txt
258304,258425,FEM,10.01,4.89,2.96,20211007_104945_045732_2.txt
258535,261350,MAL,28.6,14.4,9.45,20211007_104945_045732_2.txt
260012,262012,FEM,21.1,10.55,6.92,20211007_104945_045732_2.txt
261451,261667,MAL,10.28,4.99,3.07,20211007_104945_045732_2.txt
261951,262165,MAL,11.99,5.95,3.64,20211007_104945_045732_2.txt
265012,267000,MAL,19.32,9.34,6.22,20211007_104945_045732_2.txt
269011,270521,FEM,15.57,7.39,4.89,20211007_104945_045732_2.txt
272617,272909,FEM,10.68,5.2,3.21,20211007_104945_045732_2.txt
277064,277267,MAL,11.59,5.7,3.5,20211007_104945_045732_2.txt
277376,278930,MAL,18.03,8.86,5.82,20211007_104945_045732_2.txt
280010,282492,MAL,27.7,13.73,8.94,20211007_104945_045732_2.txt
297250,300384,FEM,30.89,15.54,10.27,20211007_104945_045732_2.txt
298492,299926,MAL,17.98,8.85,5.73,20211007_104945_045732_2.txt
300513,301492,FEM,12.04,5.7,3.78,20211007_104945_045732_2.txt
301992,303131,MAL,16.33,8.04,5.19,20211007_104945_045732_2.txt
303991,306011,MAL,22.71,11.37,7.46,20211007_104945_045732_2.txt
311992,313884,MAL,16.14,7.64,5.25,20211007_104945_045732_2.txt
316992,322011,MAL,37.89,18.57,13.02,20211007_104945_045732_2.txt
322993,327490,MAL,33.93,16.67,11.62,20211007_104945_045732_2.txt
328511,333492,MAL,54.31,27.9,17.8,20211007_104945_045732_2.txt
335053,337510,MAL,26.23,13.43,8.65,20211007_104945_045732_2.txt
337647,339788,MAL,22.91,11.63,7.5,20211007_104945_045732_2.txt
340512,343492,MAL,31.5,15.78,10.24,20211007_104945_045732_2.txt
343718,344010,FEM,13.14,6.59,4.03,20211007_104945_045732_2.txt
346496,347092,FEM,13.87,6.98,4.33,20211007_104945_045732_2.txt
347971,348779,FEM,16.25,8.2,5.1,20211007_104945_045732_2.txt
350620,350941,MAL,8.27,3.9,2.42,20211007_104945_045732_2.txt
356010,357770,FEM,20.7,10.14,6.48,20211007_104945_045732_2.txt
358491,359593,FEM,13.04,6.29,4.03,20211007_104945_045732_2.txt
364993,365511,FEM,8.3,3.88,2.46,20211007_104945_045732_2.txt
366992,367648,FEM,9.33,4.43,2.83,20211007_104945_045732_2.txt
369011,369352,FEM,13.7,6.91,4.23,20211007_104945_045732_2.txt
372971,373363,MAL,8.27,3.84,2.38,20211007_104945_045732_2.txt
380192,380568,MAL,8.39,3.92,2.47,20211007_104945_045732_2.txt
