segment_onset,segment_offset,speaker_type,phonemes,syllables,words,raw_filename
19131,20422,FEM,14.2,6.76,4.5,20200304_101121_024879_1.txt
30512,30974,FEM,12.66,6.2,3.9,20200304_101121_024879_1.txt
59493,61493,FEM,19.92,9.4,6.42,20200304_101121_024879_1.txt
76493,77781,MAL,15.23,7.25,4.85,20200304_101121_024879_1.txt
76511,77664,FEM,14.64,7.0,4.63,20200304_101121_024879_1.txt
79512,83127,FEM,27.77,13.18,9.36,20200304_101121_024879_1.txt
81874,83428,MAL,15.49,7.24,4.92,20200304_101121_024879_1.txt
108616,109703,FEM,10.45,4.84,3.22,20200304_101121_024879_1.txt
127659,129628,FEM,19.04,8.98,6.23,20200304_101121_024879_1.txt
130319,132007,FEM,17.47,8.2,5.61,20200304_101121_024879_1.txt
160761,160921,FEM,11.82,5.88,3.57,20200304_101121_024879_1.txt
171717,173011,FEM,17.28,8.61,5.53,20200304_101121_024879_1.txt
239195,239494,FEM,10.64,5.15,3.2,20200304_101121_024879_1.txt
293824,295847,FEM,20.37,9.76,6.53,20200304_101121_024879_1.txt
302886,304962,FEM,17.4,8.01,5.7,20200304_101121_024879_1.txt
305189,305515,FEM,7.76,3.55,2.25,20200304_101121_024879_1.txt
306831,307133,FEM,9.45,4.52,2.81,20200304_101121_024879_1.txt
346493,348012,FEM,17.35,8.35,5.54,20200304_101121_024879_1.txt
358493,360395,FEM,12.61,5.32,4.13,20200304_101121_024879_1.txt
360511,363012,FEM,20.36,9.47,6.76,20200304_101121_024879_1.txt
502492,503683,FEM,14.47,7.17,4.63,20200304_101121_024879_1.txt
542908,544025,FEM,13.5,6.53,4.29,20200304_101121_024879_1.txt
546510,548235,FEM,17.92,8.56,5.76,20200304_101121_024879_1.txt
811510,813965,FEM,24.58,12.28,8.05,20200304_101121_024879_1.txt
884004,886012,FEM,19.07,9.18,6.19,20200304_101121_024879_1.txt
948274,949492,FEM,14.25,6.71,4.51,20200304_101121_024879_1.txt
978131,979493,FEM,12.2,5.32,3.85,20200304_101121_024879_1.txt
984511,986492,FEM,14.88,6.48,4.85,20200304_101121_024879_1.txt
1051102,1052189,MAL,14.87,7.05,4.69,20200304_101121_024879_1.txt
1119866,1120001,FEM,7.78,3.62,2.22,20200304_101121_024879_1.txt
1120993,1122011,FEM,12.25,5.5,3.75,20200304_101121_024879_1.txt
1123926,1124581,FEM,9.72,4.58,2.96,20200304_101121_024879_1.txt
1156493,1158511,FEM,19.99,9.71,6.45,20200304_101121_024879_1.txt
1181748,1184193,FEM,20.66,9.78,6.79,20200304_101121_024879_1.txt
1184860,1185938,FEM,14.35,6.79,4.46,20200304_101121_024879_1.txt
1188375,1189620,FEM,14.04,6.63,4.44,20200304_101121_024879_1.txt
1222234,1223309,MAL,10.44,4.53,3.27,20200304_101121_024879_1.txt
1224492,1225850,FEM,15.0,7.21,4.73,20200304_101121_024879_1.txt
1230992,1235094,FEM,35.33,17.36,11.7,20200304_101121_024879_1.txt
1255542,1258392,FEM,19.38,8.4,6.44,20200304_101121_024879_1.txt
1261492,1262290,FEM,10.05,4.8,3.09,20200304_101121_024879_1.txt
1276190,1278811,FEM,22.7,10.97,7.56,20200304_101121_024879_1.txt
1280492,1281408,FEM,10.92,5.09,3.35,20200304_101121_024879_1.txt
1312511,1313972,FEM,15.15,7.13,4.85,20200304_101121_024879_1.txt
1313511,1317990,MAL,33.86,16.22,11.54,20200304_101121_024879_1.txt
1386988,1390491,FEM,29.75,14.24,9.84,20200304_101121_024879_1.txt
1388888,1389755,MAL,11.98,5.56,3.64,20200304_101121_024879_1.txt
1410991,1412911,FEM,19.92,10.04,6.57,20200304_101121_024879_1.txt
1417007,1417510,FEM,11.79,5.83,3.62,20200304_101121_024879_1.txt
1435350,1437510,FEM,22.34,11.08,7.31,20200304_101121_024879_1.txt
1435492,1435608,MAL,10.32,5.05,3.06,20200304_101121_024879_1.txt
1435740,1436653,MAL,12.71,6.21,3.99,20200304_101121_024879_1.txt
1445241,1446011,FEM,10.79,5.11,3.33,20200304_101121_024879_1.txt
1451491,1451791,FEM,8.56,3.98,2.51,20200304_101121_024879_1.txt
1451993,1453012,FEM,13.23,6.34,4.13,20200304_101121_024879_1.txt
1503028,1504012,FEM,11.75,5.51,3.64,20200304_101121_024879_1.txt
1622749,1623000,FEM,10.82,5.28,3.25,20200304_101121_024879_1.txt
1732992,1733493,FEM,9.72,4.61,2.93,20200304_101121_024879_1.txt
1843462,1843983,MAL,10.32,4.82,3.13,20200304_101121_024879_1.txt
1851584,1852011,FEM,12.76,6.31,3.93,20200304_101121_024879_1.txt
1864492,1865039,MAL,11.87,5.6,3.65,20200304_101121_024879_1.txt
1929624,1929725,MAL,14.1,7.14,4.32,20200304_101121_024879_1.txt
1929925,1930627,MAL,12.13,5.81,3.77,20200304_101121_024879_1.txt
1940988,1942600,FEM,13.24,6.07,4.24,20200304_101121_024879_1.txt
1944105,1949778,FEM,41.32,20.3,14.22,20200304_101121_024879_1.txt
1959832,1960721,FEM,13.85,6.7,4.32,20200304_101121_024879_1.txt
1966074,1966992,FEM,13.85,6.78,4.32,20200304_101121_024879_1.txt
2057616,2058434,FEM,12.4,5.83,3.77,20200304_101121_024879_1.txt
2082512,2086511,MAL,31.14,14.6,10.55,20200304_101121_024879_1.txt
2097578,2097748,MAL,13.38,6.72,4.09,20200304_101121_024879_1.txt
2097973,2102320,MAL,33.89,15.9,11.47,20200304_101121_024879_1.txt
2141492,2143544,MAL,20.46,9.66,6.66,20200304_101121_024879_1.txt
2163485,2164125,FEM,11.43,5.55,3.52,20200304_101121_024879_1.txt
2225492,2226904,MAL,19.55,9.63,6.25,20200304_101121_024879_1.txt
2245745,2245861,FEM,13.71,6.93,4.19,20200304_101121_024879_1.txt
2257511,2259894,MAL,21.47,10.08,7.11,20200304_101121_024879_1.txt
2262229,2262332,MAL,15.47,7.9,4.78,20200304_101121_024879_1.txt
2351511,2351643,FEM,9.3,4.49,2.73,20200304_101121_024879_1.txt
2433491,2434063,FEM,12.96,6.35,4.02,20200304_101121_024879_1.txt
2442995,2445010,FEM,19.21,9.12,6.29,20200304_101121_024879_1.txt
2454089,2454940,FEM,13.46,6.34,4.18,20200304_101121_024879_1.txt
2467493,2468445,FEM,11.98,5.55,3.71,20200304_101121_024879_1.txt
2468217,2468382,MAL,11.91,5.9,3.6,20200304_101121_024879_1.txt
2525681,2525799,FEM,12.03,6.01,3.63,20200304_101121_024879_1.txt
2529289,2529993,FEM,12.11,5.74,3.76,20200304_101121_024879_1.txt
2554219,2555564,MAL,12.77,5.98,4.09,20200304_101121_024879_1.txt
2563566,2564064,FEM,12.63,6.11,3.9,20200304_101121_024879_1.txt
2564219,2564506,FEM,11.23,5.39,3.39,20200304_101121_024879_1.txt
2676583,2679425,FEM,27.49,13.98,9.14,20200304_101121_024879_1.txt
2786441,2787661,FEM,15.53,7.74,4.99,20200304_101121_024879_1.txt
2789007,2789220,FEM,10.13,4.94,3.02,20200304_101121_024879_1.txt
2789377,2789995,FEM,13.38,6.59,4.17,20200304_101121_024879_1.txt
2790492,2792011,FEM,18.13,8.73,5.85,20200304_101121_024879_1.txt
2793992,2794365,FEM,12.75,6.3,3.92,20200304_101121_024879_1.txt
2818091,2819824,FEM,14.71,6.77,4.75,20200304_101121_024879_1.txt
2865782,2866011,MAL,13.57,6.84,4.17,20200304_101121_024879_1.txt
2875313,2875510,FEM,10.09,4.87,3.0,20200304_101121_024879_1.txt
2883992,2885840,FEM,21.37,10.54,6.88,20200304_101121_024879_1.txt
2966492,2966737,FEM,8.71,4.02,2.55,20200304_101121_024879_1.txt
2994678,2995203,MAL,13.16,6.49,4.08,20200304_101121_024879_1.txt
3018170,3018519,MAL,11.11,5.43,3.37,20200304_101121_024879_1.txt
3046803,3047510,FEM,6.76,2.81,1.98,20200304_101121_024879_1.txt
3054616,3055364,FEM,13.33,6.44,4.12,20200304_101121_024879_1.txt
3079806,3080243,MAL,6.65,2.96,1.9,20200304_101121_024879_1.txt
3092803,3094992,FEM,24.27,11.86,7.69,20200304_101121_024879_1.txt
3099011,3100135,FEM,12.73,6.2,4.04,20200304_101121_024879_1.txt
3115609,3115749,MAL,6.04,2.67,1.64,20200304_101121_024879_1.txt
3135689,3136837,FEM,14.11,6.67,4.45,20200304_101121_024879_1.txt
3166992,3168492,FEM,15.49,6.98,4.97,20200304_101121_024879_1.txt
3169694,3170492,FEM,10.47,4.78,3.23,20200304_101121_024879_1.txt
3178300,3178492,FEM,12.45,6.23,3.79,20200304_101121_024879_1.txt
3179118,3179356,FEM,12.26,6.08,3.73,20200304_101121_024879_1.txt
3179981,3180477,MAL,14.41,7.13,4.49,20200304_101121_024879_1.txt
3205511,3207958,FEM,24.43,11.97,8.1,20200304_101121_024879_1.txt
3208302,3208493,FEM,12.25,6.06,3.72,20200304_101121_024879_1.txt
3208606,3208972,FEM,13.7,6.8,4.23,20200304_101121_024879_1.txt
3209301,3209458,FEM,13.63,6.89,4.17,20200304_101121_024879_1.txt
3219114,3219511,FEM,13.98,6.98,4.33,20200304_101121_024879_1.txt
3222793,3223512,FEM,14.14,7.0,4.44,20200304_101121_024879_1.txt
3224251,3226511,MAL,20.97,9.76,6.92,20200304_101121_024879_1.txt
3230727,3230865,FEM,11.1,5.44,3.33,20200304_101121_024879_1.txt
3238999,3239175,FEM,13.76,6.95,4.22,20200304_101121_024879_1.txt
3262493,3262940,FEM,12.56,6.19,3.87,20200304_101121_024879_1.txt
3265085,3266990,MAL,23.6,11.76,7.68,20200304_101121_024879_1.txt
3274493,3275656,FEM,17.42,8.48,5.55,20200304_101121_024879_1.txt
3277010,3277680,MAL,13.86,6.71,4.34,20200304_101121_024879_1.txt
3280998,3282939,MAL,21.59,10.44,7.07,20200304_101121_024879_1.txt
3289356,3289511,MAL,13.94,7.05,4.28,20200304_101121_024879_1.txt
3293082,3296180,MAL,26.22,12.27,8.76,20200304_101121_024879_1.txt
3297512,3298688,FEM,15.39,7.53,4.88,20200304_101121_024879_1.txt
3302492,3303282,FEM,14.14,6.94,4.4,20200304_101121_024879_1.txt
3303509,3305306,FEM,15.69,7.17,5.03,20200304_101121_024879_1.txt
3309512,3309721,FEM,10.79,5.29,3.24,20200304_101121_024879_1.txt
3316110,3316993,FEM,14.86,7.37,4.65,20200304_101121_024879_1.txt
3318108,3318493,FEM,10.61,5.1,3.2,20200304_101121_024879_1.txt
3327267,3329010,FEM,16.27,7.59,5.22,20200304_101121_024879_1.txt
3329691,3330845,FEM,13.29,6.28,4.18,20200304_101121_024879_1.txt
3331974,3334482,FEM,20.1,9.35,6.62,20200304_101121_024879_1.txt
3335214,3338027,FEM,24.82,12.04,8.19,20200304_101121_024879_1.txt
3339510,3341010,MAL,18.6,8.9,6.0,20200304_101121_024879_1.txt
3357011,3363999,FEM,60.66,29.6,20.2,20200304_101121_024879_1.txt
3365113,3365493,FEM,8.83,3.96,2.61,20200304_101121_024879_1.txt
3365854,3366510,FEM,10.51,4.92,3.22,20200304_101121_024879_1.txt
3371666,3382571,FEM,96.67,46.99,31.96,20200304_101121_024879_1.txt
3383512,3387393,FEM,32.66,15.53,10.82,20200304_101121_024879_1.txt
3392506,3396492,FEM,35.12,17.6,11.82,20200304_101121_024879_1.txt
3397074,3397408,MAL,13.88,6.91,4.29,20200304_101121_024879_1.txt
3397638,3397770,MAL,15.48,7.87,4.78,20200304_101121_024879_1.txt
3397960,3398453,MAL,14.9,7.38,4.6,20200304_101121_024879_1.txt
3405512,3407010,FEM,14.31,6.7,4.57,20200304_101121_024879_1.txt
3416511,3416668,MAL,12.74,6.33,3.88,20200304_101121_024879_1.txt
3420247,3420458,FEM,10.36,5.03,3.09,20200304_101121_024879_1.txt
3448011,3449808,FEM,16.88,7.88,5.43,20200304_101121_024879_1.txt
3457790,3458988,MAL,14.85,7.14,4.7,20200304_101121_024879_1.txt
3478530,3479011,MAL,12.72,6.18,3.92,20200304_101121_024879_1.txt
3513491,3516491,FEM,21.48,9.71,7.16,20200304_101121_024879_1.txt
3532559,3535512,FEM,23.98,11.4,7.93,20200304_101121_024879_1.txt
3553742,3553880,MAL,10.32,5.02,3.07,20200304_101121_024879_1.txt
3553991,3554836,MAL,11.11,5.17,3.45,20200304_101121_024879_1.txt
3556923,3557993,FEM,15.07,7.14,4.7,20200304_101121_024879_1.txt
3590568,3592256,FEM,16.92,8.27,5.48,20200304_101121_024879_1.txt
3596103,3596511,FEM,9.92,4.71,2.98,20200304_101121_024879_1.txt
3627835,3631011,FEM,27.89,13.85,9.33,20200304_101121_024879_1.txt
3654502,3659991,FEM,35.62,16.45,12.29,20200304_101121_024879_1.txt
3664492,3665010,FEM,8.36,3.68,2.48,20200304_101121_024879_1.txt
3664541,3665543,MAL,11.18,4.87,3.4,20200304_101121_024879_1.txt
3665491,3666011,FEM,8.07,3.63,2.38,20200304_101121_024879_1.txt
3665950,3666181,MAL,8.43,3.93,2.45,20200304_101121_024879_1.txt
3669492,3671627,FEM,16.16,7.12,5.3,20200304_101121_024879_1.txt
3695492,3696786,FEM,13.21,6.29,4.17,20200304_101121_024879_1.txt
3698342,3698492,FEM,6.97,3.18,1.95,20200304_101121_024879_1.txt
3725590,3725855,FEM,13.79,6.97,4.25,20200304_101121_024879_1.txt
3788387,3789492,FEM,15.96,7.64,5.06,20200304_101121_024879_1.txt
3792093,3793548,FEM,19.01,9.3,6.03,20200304_101121_024879_1.txt
3795859,3796510,FEM,10.54,4.93,3.23,20200304_101121_024879_1.txt
3797543,3798925,FEM,14.17,6.45,4.45,20200304_101121_024879_1.txt
3808195,3809699,FEM,11.94,5.05,3.79,20200304_101121_024879_1.txt
3811382,3811510,FEM,7.08,3.24,1.99,20200304_101121_024879_1.txt
3816914,3819012,MAL,18.72,8.58,6.09,20200304_101121_024879_1.txt
3859994,3860991,FEM,14.94,7.21,4.75,20200304_101121_024879_1.txt
3867585,3868078,FEM,9.3,4.38,2.79,20200304_101121_024879_1.txt
3920493,3922147,FEM,17.98,8.71,5.88,20200304_101121_024879_1.txt
3941057,3942022,FEM,13.13,6.32,4.09,20200304_101121_024879_1.txt
3997991,3998366,FEM,10.48,5.06,3.16,20200304_101121_024879_1.txt
4021962,4022448,FEM,10.45,4.99,3.12,20200304_101121_024879_1.txt
4027865,4028155,MAL,8.44,3.99,2.47,20200304_101121_024879_1.txt
4043616,4045055,MAL,16.24,7.94,5.21,20200304_101121_024879_1.txt
4045877,4046687,MAL,8.83,4.04,2.69,20200304_101121_024879_1.txt
4048010,4049011,FEM,9.49,3.98,2.88,20200304_101121_024879_1.txt
4049011,4051475,MAL,20.17,9.36,6.58,20200304_101121_024879_1.txt
4051625,4052011,MAL,9.01,4.16,2.68,20200304_101121_024879_1.txt
4054511,4056563,FEM,17.77,8.54,5.82,20200304_101121_024879_1.txt
4057859,4058937,MAL,13.11,6.25,4.1,20200304_101121_024879_1.txt
4058993,4061011,FEM,18.01,8.6,5.84,20200304_101121_024879_1.txt
4062511,4065992,MAL,30.76,14.79,10.07,20200304_101121_024879_1.txt
4065010,4066044,FEM,12.74,5.86,3.87,20200304_101121_024879_1.txt
4070390,4070859,MAL,11.02,5.23,3.36,20200304_101121_024879_1.txt
4071011,4071510,FEM,12.82,6.13,3.96,20200304_101121_024879_1.txt
4085492,4085858,FEM,14.91,7.53,4.64,20200304_101121_024879_1.txt
4123045,4123663,FEM,11.27,5.38,3.47,20200304_101121_024879_1.txt
4162011,4162156,FEM,9.89,4.77,2.93,20200304_101121_024879_1.txt
4201011,4201510,FEM,9.57,4.53,2.88,20200304_101121_024879_1.txt
4204367,4205010,FEM,10.9,5.09,3.29,20200304_101121_024879_1.txt
4214509,4216509,MAL,24.03,11.96,7.84,20200304_101121_024879_1.txt
4237323,4237871,FEM,14.52,7.21,4.53,20200304_101121_024879_1.txt
4241958,4242208,MAL,14.24,7.15,4.39,20200304_101121_024879_1.txt
4244511,4245510,MAL,12.9,5.9,4.02,20200304_101121_024879_1.txt
4257667,4257886,MAL,10.59,5.18,3.17,20200304_101121_024879_1.txt
4442727,4443512,FEM,6.26,2.39,1.82,20200304_101121_024879_1.txt
4482528,4483515,FEM,13.95,6.67,4.37,20200304_101121_024879_1.txt
4563312,4565234,MAL,22.08,10.95,7.23,20200304_101121_024879_1.txt
4580148,4581010,MAL,10.76,4.77,3.34,20200304_101121_024879_1.txt
4647804,4648985,MAL,13.51,6.1,4.25,20200304_101121_024879_1.txt
4771349,4771740,FEM,9.47,4.52,2.83,20200304_101121_024879_1.txt
4876511,4877115,FEM,10.08,4.74,3.02,20200304_101121_024879_1.txt
4878136,4878860,FEM,8.94,4.16,2.71,20200304_101121_024879_1.txt
4880993,4881511,FEM,7.82,3.58,2.3,20200304_101121_024879_1.txt
4884060,4884559,FEM,10.39,5.0,3.15,20200304_101121_024879_1.txt
4925510,4929368,MAL,32.51,16.36,11.04,20200304_101121_024879_1.txt
4938992,4940781,MAL,17.42,8.5,5.66,20200304_101121_024879_1.txt
4941511,4946010,MAL,38.06,19.17,12.89,20200304_101121_024879_1.txt
4946511,4949641,MAL,27.01,13.37,9.03,20200304_101121_024879_1.txt
4949795,4949962,MAL,5.34,2.28,1.41,20200304_101121_024879_1.txt
4957187,4957577,MAL,8.92,4.22,2.64,20200304_101121_024879_1.txt
4982011,4984510,MAL,21.91,10.78,7.27,20200304_101121_024879_1.txt
4986011,4988559,MAL,23.97,11.76,7.97,20200304_101121_024879_1.txt
4988692,4988830,MAL,11.31,5.59,3.4,20200304_101121_024879_1.txt
5073992,5077510,MAL,31.27,15.66,10.51,20200304_101121_024879_1.txt
5077834,5077939,MAL,10.66,5.23,3.18,20200304_101121_024879_1.txt
5092991,5097991,MAL,46.65,23.36,15.52,20200304_101121_024879_1.txt
5101800,5108493,MAL,50.58,25.17,17.53,20200304_101121_024879_1.txt
5161573,5162511,FEM,14.77,7.19,4.58,20200304_101121_024879_1.txt
5168585,5168992,FEM,10.82,5.27,3.28,20200304_101121_024879_1.txt
5176747,5180459,MAL,32.69,15.91,10.75,20200304_101121_024879_1.txt
5180841,5181379,MAL,7.04,3.11,2.04,20200304_101121_024879_1.txt
5208629,5209800,FEM,13.09,6.23,4.01,20200304_101121_024879_1.txt
5254964,5258010,MAL,26.59,13.4,8.93,20200304_101121_024879_1.txt
5259511,5264511,MAL,43.32,22.14,14.78,20200304_101121_024879_1.txt
5268011,5271489,MAL,32.4,16.45,10.88,20200304_101121_024879_1.txt
5322610,5325831,MAL,26.59,12.67,8.85,20200304_101121_024879_1.txt
5359584,5361304,MAL,14.35,6.31,4.68,20200304_101121_024879_1.txt
5361512,5364993,MAL,24.88,11.14,8.32,20200304_101121_024879_1.txt
