segment_onset,segment_offset,speaker_type,phonemes,syllables,words,raw_filename
14011,15491,FEM,14.48,6.91,4.63,20220322_103011_022870_2.txt
25010,26012,FEM,14.8,7.22,4.65,20220322_103011_022870_2.txt
27511,30172,FEM,27.09,13.54,9.03,20220322_103011_022870_2.txt
35387,37493,FEM,20.3,9.41,6.62,20220322_103011_022870_2.txt
52010,52602,FEM,10.92,5.23,3.34,20220322_103011_022870_2.txt
76206,76484,MAL,9.08,4.32,2.68,20220322_103011_022870_2.txt
77350,78422,FEM,12.74,6.21,4.03,20220322_103011_022870_2.txt
86992,88801,FEM,18.61,8.95,6.06,20220322_103011_022870_2.txt
90472,91382,FEM,14.01,6.87,4.37,20220322_103011_022870_2.txt
97011,98702,FEM,20.24,9.79,6.48,20220322_103011_022870_2.txt
129811,131092,FEM,13.42,6.42,4.29,20220322_103011_022870_2.txt
130493,131327,MAL,11.58,5.6,3.61,20220322_103011_022870_2.txt
131480,132614,FEM,14.27,6.94,4.55,20220322_103011_022870_2.txt
146041,147511,FEM,19.55,9.81,6.31,20220322_103011_022870_2.txt
146053,146728,MAL,15.64,7.79,4.88,20220322_103011_022870_2.txt
150420,151991,FEM,15.66,7.67,4.98,20220322_103011_022870_2.txt
175564,177010,FEM,15.0,7.12,4.8,20220322_103011_022870_2.txt
179515,179721,FEM,6.67,2.99,1.87,20220322_103011_022870_2.txt
179918,180510,FEM,9.01,4.13,2.66,20220322_103011_022870_2.txt
198620,199908,FEM,14.87,7.16,4.72,20220322_103011_022870_2.txt
203013,204233,FEM,12.13,5.83,3.85,20220322_103011_022870_2.txt
209299,210992,FEM,17.74,8.54,5.75,20220322_103011_022870_2.txt
219178,220069,FEM,8.58,3.78,2.56,20220322_103011_022870_2.txt
223012,225148,FEM,24.86,12.31,7.99,20220322_103011_022870_2.txt
223941,224459,MAL,12.48,6.12,3.8,20220322_103011_022870_2.txt
230492,231597,FEM,11.13,5.19,3.5,20220322_103011_022870_2.txt
231260,231409,MAL,10.35,5.07,3.08,20220322_103011_022870_2.txt
241657,242011,FEM,4.3,1.68,1.1,20220322_103011_022870_2.txt
248493,250511,FEM,16.82,8.01,5.5,20220322_103011_022870_2.txt
251206,254011,FEM,22.35,10.73,7.47,20220322_103011_022870_2.txt
256969,257629,FEM,6.87,2.87,2.01,20220322_103011_022870_2.txt
276510,281491,FEM,47.6,24.3,15.94,20220322_103011_022870_2.txt
283510,284285,FEM,13.67,6.62,4.24,20220322_103011_022870_2.txt
284727,284992,FEM,12.63,6.31,3.86,20220322_103011_022870_2.txt
288122,288510,FEM,5.82,2.44,1.61,20220322_103011_022870_2.txt
288706,288893,FEM,7.95,3.73,2.29,20220322_103011_022870_2.txt
292970,293993,FEM,13.05,6.16,4.07,20220322_103011_022870_2.txt
298198,298510,FEM,9.69,4.61,2.89,20220322_103011_022870_2.txt
305772,306184,FEM,5.75,2.47,1.59,20220322_103011_022870_2.txt
311880,314030,FEM,20.29,10.07,6.68,20220322_103011_022870_2.txt
314717,315510,MAL,15.08,7.41,4.66,20220322_103011_022870_2.txt
316067,319378,FEM,27.45,12.96,8.99,20220322_103011_022870_2.txt
317991,318566,MAL,7.31,3.11,2.14,20220322_103011_022870_2.txt
320228,323721,FEM,32.35,16.13,10.61,20220322_103011_022870_2.txt
329923,330421,MAL,8.32,3.82,2.46,20220322_103011_022870_2.txt
330704,330991,FEM,6.75,3.03,1.9,20220322_103011_022870_2.txt
333781,335863,FEM,24.22,11.84,7.66,20220322_103011_022870_2.txt
339512,341493,FEM,21.61,10.92,7.09,20220322_103011_022870_2.txt
341493,341925,MAL,13.09,6.53,4.04,20220322_103011_022870_2.txt
345992,347511,FEM,14.9,7.0,4.72,20220322_103011_022870_2.txt
350728,353074,FEM,21.58,10.54,7.14,20220322_103011_022870_2.txt
383084,383362,FEM,6.84,3.07,1.93,20220322_103011_022870_2.txt
388154,389386,FEM,11.83,5.59,3.71,20220322_103011_022870_2.txt
397511,397666,FEM,13.32,6.7,4.07,20220322_103011_022870_2.txt
415493,415993,FEM,10.5,5.06,3.19,20220322_103011_022870_2.txt
416505,417997,FEM,14.32,6.87,4.58,20220322_103011_022870_2.txt
419275,419731,FEM,12.55,6.22,3.86,20220322_103011_022870_2.txt
426492,426943,FEM,10.87,5.24,3.31,20220322_103011_022870_2.txt
434735,435651,FEM,13.92,6.77,4.35,20220322_103011_022870_2.txt
