segment_onset,segment_offset,speaker_type,phonemes,syllables,words,raw_filename
5333,5512,MAL,8.35,3.92,2.42,20181203_135820_024883.txt
7312,11050,FEM,29.65,13.87,9.8,20181203_135820_024883.txt
12314,13743,MAL,13.11,5.8,4.11,20181203_135820_024883.txt
14011,15455,MAL,17.7,8.64,5.64,20181203_135820_024883.txt
16511,19835,FEM,25.81,12.36,8.66,20181203_135820_024883.txt
19011,21370,MAL,16.56,7.12,5.41,20181203_135820_024883.txt
24511,26511,FEM,19.23,8.95,6.09,20181203_135820_024883.txt
25512,29991,MAL,33.35,16.25,11.42,20181203_135820_024883.txt
31011,35010,FEM,30.26,14.66,10.31,20181203_135820_024883.txt
36863,37990,MAL,17.05,8.29,5.37,20181203_135820_024883.txt
38011,41025,FEM,31.29,15.53,10.12,20181203_135820_024883.txt
40011,40355,MAL,9.36,4.37,2.78,20181203_135820_024883.txt
42992,43625,FEM,11.38,5.48,3.45,20181203_135820_024883.txt
56420,59511,FEM,28.91,14.35,9.6,20181203_135820_024883.txt
68951,72491,FEM,29.13,14.05,9.75,20181203_135820_024883.txt
72669,75511,FEM,24.47,11.94,8.13,20181203_135820_024883.txt
76788,78119,FEM,15.87,7.61,5.01,20181203_135820_024883.txt
77011,80992,MAL,39.37,19.53,12.92,20181203_135820_024883.txt
83992,85369,FEM,16.65,8.16,5.28,20181203_135820_024883.txt
95011,97087,FEM,20.33,9.82,6.63,20181203_135820_024883.txt
104380,106992,MAL,27.44,13.95,9.14,20181203_135820_024883.txt
112904,114512,MAL,19.01,9.27,6.16,20181203_135820_024883.txt
114922,117011,FEM,22.22,10.97,7.31,20181203_135820_024883.txt
117121,117511,FEM,12.34,6.09,3.78,20181203_135820_024883.txt
121164,122106,FEM,14.61,7.2,4.58,20181203_135820_024883.txt
129021,130012,FEM,9.81,4.39,2.99,20181203_135820_024883.txt
130673,134510,MAL,38.06,19.56,12.88,20181203_135820_024883.txt
135616,135960,MAL,11.5,5.69,3.5,20181203_135820_024883.txt
137727,138385,MAL,14.3,7.18,4.48,20181203_135820_024883.txt
139511,139708,MAL,12.66,6.34,3.86,20181203_135820_024883.txt
140219,140511,MAL,12.64,6.31,3.87,20181203_135820_024883.txt
142381,144011,FEM,21.5,10.8,6.94,20181203_135820_024883.txt
154492,155147,FEM,10.88,5.21,3.34,20181203_135820_024883.txt
155950,161316,FEM,47.88,24.18,16.2,20181203_135820_024883.txt
161769,163492,FEM,19.77,9.76,6.38,20181203_135820_024883.txt
164091,166011,MAL,22.47,11.3,7.36,20181203_135820_024883.txt
166323,169011,FEM,23.61,11.54,7.87,20181203_135820_024883.txt
169143,169492,FEM,10.9,5.32,3.3,20181203_135820_024883.txt
169150,169376,MAL,11.06,5.44,3.33,20181203_135820_024883.txt
169482,170589,MAL,16.28,8.09,5.16,20181203_135820_024883.txt
175993,176511,FEM,12.48,6.18,3.85,20181203_135820_024883.txt
176151,178061,MAL,21.77,10.9,7.08,20181203_135820_024883.txt
176681,176875,FEM,11.39,5.63,3.43,20181203_135820_024883.txt
180628,182518,MAL,20.81,10.44,6.81,20181203_135820_024883.txt
186049,187213,MAL,16.26,8.09,5.17,20181203_135820_024883.txt
195510,197898,MAL,25.11,12.53,8.27,20181203_135820_024883.txt
230688,232772,MAL,23.92,12.16,7.87,20181203_135820_024883.txt
286057,291713,MAL,53.37,27.92,18.24,20181203_135820_024883.txt
306992,309641,FEM,22.84,11.0,7.56,20181203_135820_024883.txt
309965,312010,FEM,18.23,8.84,5.97,20181203_135820_024883.txt
313991,317992,FEM,28.59,13.05,9.54,20181203_135820_024883.txt
325023,327490,MAL,25.67,13.01,8.52,20181203_135820_024883.txt
327746,328011,MAL,10.9,5.36,3.28,20181203_135820_024883.txt
339074,341170,FEM,22.5,11.4,7.4,20181203_135820_024883.txt
342583,343435,FEM,14.81,7.36,4.63,20181203_135820_024883.txt
349174,350991,FEM,16.92,8.23,5.45,20181203_135820_024883.txt
350013,350781,MAL,8.43,3.87,2.55,20181203_135820_024883.txt
362991,365922,FEM,27.75,13.97,9.29,20181203_135820_024883.txt
366152,367706,FEM,20.14,10.13,6.47,20181203_135820_024883.txt
366393,366766,MAL,12.42,6.12,3.76,20181203_135820_024883.txt
373992,378531,FEM,40.65,20.73,13.86,20181203_135820_024883.txt
382011,384932,FEM,26.51,13.1,8.88,20181203_135820_024883.txt
385077,385337,FEM,11.49,5.65,3.48,20181203_135820_024883.txt
387126,389011,MAL,22.64,11.22,7.31,20181203_135820_024883.txt
388493,391993,FEM,33.68,16.76,11.21,20181203_135820_024883.txt
397011,397163,FEM,14.33,7.28,4.4,20181203_135820_024883.txt
397268,399492,FEM,25.49,12.88,8.37,20181203_135820_024883.txt
406495,406979,MAL,13.01,6.49,4.02,20181203_135820_024883.txt
407363,409773,MAL,26.29,13.32,8.67,20181203_135820_024883.txt
409511,410316,FEM,13.47,6.68,4.23,20181203_135820_024883.txt
411828,413173,FEM,17.39,8.68,5.57,20181203_135820_024883.txt
412344,412803,MAL,10.27,4.96,3.11,20181203_135820_024883.txt
413525,414153,FEM,13.87,6.85,4.28,20181203_135820_024883.txt
414575,414828,MAL,11.54,5.71,3.49,20181203_135820_024883.txt
416492,418510,MAL,23.82,11.93,7.78,20181203_135820_024883.txt
420942,425512,MAL,44.23,22.41,14.85,20181203_135820_024883.txt
429003,429491,MAL,11.33,5.53,3.46,20181203_135820_024883.txt
432886,433853,MAL,8.91,3.64,2.74,20181203_135820_024883.txt
434040,434163,MAL,10.49,5.1,3.12,20181203_135820_024883.txt
439518,439957,MAL,9.82,4.65,2.95,20181203_135820_024883.txt
450752,452146,FEM,17.74,8.77,5.65,20181203_135820_024883.txt
451465,453698,MAL,23.22,11.57,7.61,20181203_135820_024883.txt
471867,472016,MAL,9.86,4.79,2.92,20181203_135820_024883.txt
473511,474910,FEM,17.23,8.53,5.53,20181203_135820_024883.txt
477885,481493,FEM,31.37,15.53,10.56,20181203_135820_024883.txt
479982,480203,MAL,9.32,4.49,2.75,20181203_135820_024883.txt
482804,483378,MAL,12.3,6.07,3.8,20181203_135820_024883.txt
485911,486947,MAL,15.64,7.77,4.94,20181203_135820_024883.txt
