segment_onset,segment_offset,speaker_type,phonemes,syllables,words,raw_filename
1571,2511,FEM,8.57,3.82,2.62,20210127_105022_022873.txt
5187,9011,FEM,33.92,16.68,11.34,20210127_105022_022873.txt
44351,45004,FEM,10.07,4.69,3.02,20210127_105022_022873.txt
48607,50492,FEM,20.95,10.23,6.75,20210127_105022_022873.txt
53511,55511,FEM,19.39,9.63,6.3,20210127_105022_022873.txt
58511,59010,FEM,7.27,3.28,2.11,20210127_105022_022873.txt
66992,73347,FEM,47.64,23.93,16.44,20210127_105022_022873.txt
73157,73292,MAL,9.13,4.37,2.67,20210127_105022_022873.txt
73587,76555,FEM,24.83,12.34,8.33,20210127_105022_022873.txt
82011,88570,FEM,64.6,32.99,21.5,20210127_105022_022873.txt
87890,88011,MAL,9.08,4.37,2.65,20210127_105022_022873.txt
91010,96096,FEM,46.33,23.47,15.53,20210127_105022_022873.txt
102992,103601,FEM,9.97,4.75,3.03,20210127_105022_022873.txt
104245,105511,FEM,8.21,3.54,2.56,20210127_105022_022873.txt
108010,108511,FEM,5.86,2.42,1.64,20210127_105022_022873.txt
122511,127493,FEM,38.29,19.12,13.15,20210127_105022_022873.txt
127786,128993,FEM,16.12,7.69,4.97,20210127_105022_022873.txt
129992,138993,FEM,83.09,41.13,27.59,20210127_105022_022873.txt
137013,137354,MAL,11.83,5.83,3.61,20210127_105022_022873.txt
141510,143010,FEM,19.72,9.88,6.32,20210127_105022_022873.txt
146391,147992,FEM,20.35,10.1,6.5,20210127_105022_022873.txt
150351,152692,FEM,27.05,13.5,8.7,20210127_105022_022873.txt
153492,155063,FEM,18.15,8.79,5.81,20210127_105022_022873.txt
161447,164621,FEM,32.54,16.28,10.61,20210127_105022_022873.txt
166690,167993,FEM,17.0,8.37,5.39,20210127_105022_022873.txt
170492,172254,FEM,19.49,9.62,6.29,20210127_105022_022873.txt
176227,179011,FEM,30.47,14.81,9.7,20210127_105022_022873.txt
180510,182194,FEM,17.16,8.09,5.5,20210127_105022_022873.txt
185552,185986,FEM,10.11,4.83,3.05,20210127_105022_022873.txt
191951,193411,FEM,15.6,7.5,5.0,20210127_105022_022873.txt
194511,196249,FEM,16.46,7.85,5.38,20210127_105022_022873.txt
197041,197492,FEM,7.17,3.13,2.07,20210127_105022_022873.txt
205391,206992,FEM,17.5,8.34,5.55,20210127_105022_022873.txt
212974,215026,FEM,22.84,11.52,7.51,20210127_105022_022873.txt
215450,216096,FEM,4.84,1.74,1.33,20210127_105022_022873.txt
218722,220253,FEM,18.17,8.99,5.87,20210127_105022_022873.txt
227615,228420,FEM,10.56,4.91,3.26,20210127_105022_022873.txt
231755,233718,FEM,16.23,7.87,5.35,20210127_105022_022873.txt
236049,236253,FEM,10.48,5.08,3.13,20210127_105022_022873.txt
236486,237159,FEM,11.43,5.44,3.53,20210127_105022_022873.txt
238084,238492,FEM,9.51,4.53,2.84,20210127_105022_022873.txt
238661,239510,FEM,12.07,5.68,3.72,20210127_105022_022873.txt
242782,247510,FEM,38.6,19.6,13.11,20210127_105022_022873.txt
256011,256143,FEM,6.7,3.02,1.86,20210127_105022_022873.txt
256967,258201,FEM,14.46,6.74,4.47,20210127_105022_022873.txt
262992,265187,FEM,20.7,10.24,6.82,20210127_105022_022873.txt
265599,267708,MAL,18.44,8.95,6.05,20210127_105022_022873.txt
266029,267011,FEM,10.19,4.82,3.17,20210127_105022_022873.txt
267123,267290,FEM,8.85,4.24,2.58,20210127_105022_022873.txt
272999,274012,FEM,11.2,5.14,3.46,20210127_105022_022873.txt
277493,279736,FEM,24.43,12.02,7.81,20210127_105022_022873.txt
280010,289360,FEM,80.74,39.91,27.03,20210127_105022_022873.txt
291492,293178,FEM,12.24,5.61,3.92,20210127_105022_022873.txt
298524,298671,MAL,7.08,3.26,1.99,20210127_105022_022873.txt
322512,325011,FEM,22.68,10.76,7.32,20210127_105022_022873.txt
332492,333724,FEM,13.06,6.2,4.11,20210127_105022_022873.txt
333011,333511,MAL,8.08,3.73,2.38,20210127_105022_022873.txt
335492,336899,FEM,13.42,6.26,4.26,20210127_105022_022873.txt
343492,347010,FEM,32.51,16.55,10.98,20210127_105022_022873.txt
350492,354010,FEM,36.82,18.7,12.2,20210127_105022_022873.txt
359966,361912,FEM,20.02,9.89,6.5,20210127_105022_022873.txt
370150,371512,MAL,17.08,8.45,5.47,20210127_105022_022873.txt
371512,371959,FEM,11.44,5.55,3.49,20210127_105022_022873.txt
371717,371857,MAL,11.84,5.86,3.57,20210127_105022_022873.txt
380656,382843,FEM,25.06,12.4,8.01,20210127_105022_022873.txt
390305,391993,FEM,16.43,8.12,5.31,20210127_105022_022873.txt
391011,393200,MAL,19.21,9.21,6.27,20210127_105022_022873.txt
392099,392464,FEM,8.16,3.74,2.39,20210127_105022_022873.txt
393989,395509,FEM,19.47,9.51,6.09,20210127_105022_022873.txt
399511,403492,FEM,34.97,17.48,11.82,20210127_105022_022873.txt
472481,472992,MAL,13.6,6.75,4.22,20210127_105022_022873.txt
484010,484317,MAL,11.89,5.87,3.62,20210127_105022_022873.txt
490217,490511,FEM,8.06,3.73,2.34,20210127_105022_022873.txt
585503,586575,FEM,16.93,8.42,5.38,20210127_105022_022873.txt
589241,589511,FEM,13.07,6.51,4.01,20210127_105022_022873.txt
605151,605797,MAL,12.22,5.95,3.79,20210127_105022_022873.txt
662011,662490,FEM,10.88,5.16,3.31,20210127_105022_022873.txt
675456,676916,MAL,19.35,9.63,6.25,20210127_105022_022873.txt
689992,693492,FEM,34.9,17.73,11.67,20210127_105022_022873.txt
701011,710407,FEM,74.22,37.75,25.86,20210127_105022_022873.txt
748001,749538,FEM,19.09,9.4,6.17,20210127_105022_022873.txt
759171,759512,FEM,12.25,6.07,3.75,20210127_105022_022873.txt
789698,791060,FEM,16.15,7.9,5.17,20210127_105022_022873.txt
791993,793773,FEM,18.01,8.76,5.8,20210127_105022_022873.txt
798512,801195,FEM,23.71,11.34,7.85,20210127_105022_022873.txt
801718,804492,FEM,28.78,14.31,9.5,20210127_105022_022873.txt
805916,806993,FEM,15.48,7.54,4.89,20210127_105022_022873.txt
809992,813617,FEM,33.03,16.48,11.12,20210127_105022_022873.txt
866992,870207,FEM,25.13,12.12,8.47,20210127_105022_022873.txt
882492,883969,FEM,14.59,6.78,4.66,20210127_105022_022873.txt
886511,889992,FEM,27.59,13.33,9.33,20210127_105022_022873.txt
896511,902389,FEM,49.46,25.13,17.02,20210127_105022_022873.txt
913219,913967,FEM,6.41,2.63,1.87,20210127_105022_022873.txt
919451,920492,FEM,15.02,7.35,4.73,20210127_105022_022873.txt
922992,924187,FEM,16.25,7.97,5.17,20210127_105022_022873.txt
932011,932251,FEM,9.96,4.81,2.96,20210127_105022_022873.txt
935081,935435,FEM,10.28,4.92,3.09,20210127_105022_022873.txt
935790,936787,FEM,8.84,4.08,2.72,20210127_105022_022873.txt
938525,938640,FEM,11.27,5.59,3.38,20210127_105022_022873.txt
941510,944762,FEM,28.53,13.83,9.45,20210127_105022_022873.txt
942604,943492,MAL,11.33,5.21,3.48,20210127_105022_022873.txt
944958,947164,MAL,20.61,10.07,6.74,20210127_105022_022873.txt
945010,945739,FEM,11.78,5.66,3.65,20210127_105022_022873.txt
945840,947193,FEM,14.45,6.89,4.54,20210127_105022_022873.txt
948557,950511,FEM,18.73,8.85,6.02,20210127_105022_022873.txt
953120,955577,FEM,21.6,10.49,7.16,20210127_105022_022873.txt
960560,960897,FEM,8.54,4.0,2.51,20210127_105022_022873.txt
974712,976725,FEM,17.51,8.24,5.73,20210127_105022_022873.txt
978492,984493,FEM,47.8,24.05,16.49,20210127_105022_022873.txt
985694,985930,FEM,10.26,4.96,3.06,20210127_105022_022873.txt
986094,987766,FEM,17.87,8.8,5.79,20210127_105022_022873.txt
992773,994018,FEM,13.03,6.02,4.11,20210127_105022_022873.txt
997130,1000011,FEM,23.3,11.01,7.75,20210127_105022_022873.txt
1008011,1008440,FEM,6.56,2.74,1.87,20210127_105022_022873.txt
1019277,1021462,FEM,21.95,10.77,7.18,20210127_105022_022873.txt
1029412,1030659,FEM,16.64,8.23,5.31,20210127_105022_022873.txt
1067156,1068511,FEM,18.76,9.22,5.98,20210127_105022_022873.txt
1075613,1075962,MAL,10.71,5.15,3.23,20210127_105022_022873.txt
1096796,1097653,FEM,11.1,5.18,3.45,20210127_105022_022873.txt
1111558,1111992,FEM,4.14,1.54,1.06,20210127_105022_022873.txt
1114511,1117813,FEM,26.18,12.77,8.83,20210127_105022_022873.txt
1122584,1122744,FEM,12.3,6.13,3.73,20210127_105022_022873.txt
1122933,1124595,FEM,16.5,7.88,5.33,20210127_105022_022873.txt
1136256,1140930,FEM,38.14,19.12,13.05,20210127_105022_022873.txt
1148016,1150380,MAL,24.34,12.1,8.06,20210127_105022_022873.txt
1150991,1156992,FEM,35.69,15.75,12.35,20210127_105022_022873.txt
1178992,1180026,FEM,11.49,5.35,3.56,20210127_105022_022873.txt
1180511,1180666,FEM,10.68,5.25,3.19,20210127_105022_022873.txt
1181024,1181574,FEM,8.15,3.73,2.41,20210127_105022_022873.txt
1181763,1182492,FEM,11.37,5.37,3.46,20210127_105022_022873.txt
1191740,1193284,FEM,15.73,7.54,5.05,20210127_105022_022873.txt
1193765,1197493,FEM,32.28,16.28,10.88,20210127_105022_022873.txt
1197011,1198077,MAL,12.36,6.02,3.91,20210127_105022_022873.txt
1198726,1201588,FEM,22.18,10.37,7.37,20210127_105022_022873.txt
1205511,1206665,FEM,9.71,4.34,2.98,20210127_105022_022873.txt
1207663,1209011,FEM,15.28,7.47,4.87,20210127_105022_022873.txt
1210511,1212860,FEM,22.59,11.25,7.47,20210127_105022_022873.txt
1221872,1229473,FEM,59.73,30.37,20.73,20210127_105022_022873.txt
1230890,1234289,FEM,29.5,14.76,9.96,20210127_105022_022873.txt
1246443,1252010,FEM,51.07,25.69,17.09,20210127_105022_022873.txt
1252798,1254357,MAL,14.9,7.14,4.78,20210127_105022_022873.txt
1259118,1262044,FEM,27.96,14.19,9.36,20210127_105022_022873.txt
1270693,1273749,FEM,28.37,14.44,9.52,20210127_105022_022873.txt
1275396,1275978,MAL,12.77,6.19,3.96,20210127_105022_022873.txt
