segment_onset,segment_offset,speaker_type,phonemes,syllables,words,raw_filename
31760,33542,FEM,24.61,12.23,7.79,20230801_150819_045737_2.txt
33011,34226,MAL,17.84,8.85,5.7,20230801_150819_045737_2.txt
35011,38492,FEM,32.89,16.49,11.05,20230801_150819_045737_2.txt
42031,42512,FEM,8.43,3.82,2.5,20230801_150819_045737_2.txt
44012,46204,FEM,22.08,10.96,7.28,20230801_150819_045737_2.txt
50412,51991,FEM,15.68,7.45,5.04,20230801_150819_045737_2.txt
53106,55425,FEM,24.05,11.56,7.69,20230801_150819_045737_2.txt
53350,55510,MAL,23.23,11.19,7.39,20230801_150819_045737_2.txt
56872,61195,FEM,43.26,21.13,14.01,20230801_150819_045737_2.txt
57849,58053,MAL,9.59,4.65,2.84,20230801_150819_045737_2.txt
59171,63012,MAL,38.43,18.87,12.53,20230801_150819_045737_2.txt
64797,67993,FEM,31.99,15.68,10.33,20230801_150819_045737_2.txt
69476,71435,FEM,19.46,9.4,6.21,20230801_150819_045737_2.txt
74279,76372,FEM,27.56,13.55,8.72,20230801_150819_045737_2.txt
74512,75491,MAL,16.89,8.24,5.24,20230801_150819_045737_2.txt
77510,78376,FEM,14.45,7.08,4.57,20230801_150819_045737_2.txt
83967,84343,FEM,9.17,4.33,2.73,20230801_150819_045737_2.txt
92294,94432,FEM,23.89,11.52,7.61,20230801_150819_045737_2.txt
92377,93474,MAL,14.77,7.07,4.61,20230801_150819_045737_2.txt
96992,97971,FEM,14.78,7.19,4.7,20230801_150819_045737_2.txt
99487,101892,FEM,25.92,12.77,8.38,20230801_150819_045737_2.txt
105901,106942,MAL,17.42,8.58,5.38,20230801_150819_045737_2.txt
106010,107524,FEM,22.0,10.84,6.88,20230801_150819_045737_2.txt
109396,110333,FEM,15.86,7.93,5.0,20230801_150819_045737_2.txt
110727,117577,FEM,75.95,38.19,24.69,20230801_150819_045737_2.txt
111512,112957,MAL,23.85,11.89,7.43,20230801_150819_045737_2.txt
120157,122992,FEM,29.38,14.66,9.66,20230801_150819_045737_2.txt
127779,127992,FEM,12.58,6.23,3.83,20230801_150819_045737_2.txt
128626,136011,FEM,64.39,31.71,21.56,20230801_150819_045737_2.txt
137567,138131,MAL,13.14,6.42,4.08,20230801_150819_045737_2.txt
141625,142582,FEM,15.24,7.35,4.79,20230801_150819_045737_2.txt
145290,145417,FEM,11.6,5.77,3.49,20230801_150819_045737_2.txt
148394,151335,FEM,29.82,14.79,9.77,20230801_150819_045737_2.txt
149911,150670,MAL,12.04,5.79,3.74,20230801_150819_045737_2.txt
153124,159493,FEM,55.05,27.32,18.6,20230801_150819_045737_2.txt
156750,156892,MAL,10.09,4.94,2.99,20230801_150819_045737_2.txt
159931,162155,FEM,23.97,11.89,7.86,20230801_150819_045737_2.txt
162287,162743,MAL,13.13,6.5,4.06,20230801_150819_045737_2.txt
162712,162997,FEM,14.01,7.04,4.32,20230801_150819_045737_2.txt
163399,165016,FEM,22.66,11.19,7.22,20230801_150819_045737_2.txt
165458,166708,FEM,14.18,6.73,4.49,20230801_150819_045737_2.txt
172449,176551,FEM,39.92,19.66,13.12,20230801_150819_045737_2.txt
175321,176458,MAL,17.45,8.5,5.45,20230801_150819_045737_2.txt
180449,184492,FEM,37.34,18.36,12.41,20230801_150819_045737_2.txt
182527,183570,MAL,16.49,8.07,5.17,20230801_150819_045737_2.txt
187993,189161,FEM,16.88,8.19,5.27,20230801_150819_045737_2.txt
191012,194493,FEM,37.0,18.7,12.15,20230801_150819_045737_2.txt
195502,197088,FEM,16.8,7.99,5.36,20230801_150819_045737_2.txt
198727,200322,FEM,16.91,8.04,5.4,20230801_150819_045737_2.txt
200683,203859,FEM,33.42,16.9,10.96,20230801_150819_045737_2.txt
202314,202783,MAL,10.15,4.92,3.07,20230801_150819_045737_2.txt
205117,207010,FEM,22.27,10.81,7.08,20230801_150819_045737_2.txt
207492,207747,MAL,14.06,7.09,4.33,20230801_150819_045737_2.txt
208011,211393,FEM,33.08,16.19,10.88,20230801_150819_045737_2.txt
212342,213540,FEM,16.01,7.84,5.04,20230801_150819_045737_2.txt
213671,216216,FEM,26.79,13.54,8.86,20230801_150819_045737_2.txt
