segment_onset,segment_offset,speaker_type,phonemes,syllables,words,raw_filename
121492,122435,MAL,9.12,4.0,2.81,20181207_134922_025481.txt
150199,150457,FEM,7.38,3.32,2.11,20181207_134922_025481.txt
176494,177010,FEM,7.21,3.24,2.1,20181207_134922_025481.txt
178511,178791,FEM,3.94,1.46,0.97,20181207_134922_025481.txt
178991,179433,FEM,6.36,2.63,1.75,20181207_134922_025481.txt
182184,182370,FEM,10.35,5.05,3.09,20181207_134922_025481.txt
201982,203494,MAL,15.94,7.93,5.17,20181207_134922_025481.txt
212379,212932,FEM,9.04,4.22,2.71,20181207_134922_025481.txt
218492,218622,FEM,10.79,5.31,3.22,20181207_134922_025481.txt
228012,228198,FEM,7.94,3.71,2.28,20181207_134922_025481.txt
229019,229505,FEM,9.2,4.24,2.75,20181207_134922_025481.txt
236665,236992,FEM,4.58,1.82,1.19,20181207_134922_025481.txt
329754,329943,FEM,8.46,3.99,2.46,20181207_134922_025481.txt
398608,399386,MAL,12.86,6.21,4.02,20181207_134922_025481.txt
399183,399320,FEM,12.68,6.37,3.85,20181207_134922_025481.txt
853100,853436,FEM,14.4,7.23,4.46,20181207_134922_025481.txt
917504,918493,FEM,16.89,8.3,5.35,20181207_134922_025481.txt
1048430,1048968,FEM,7.69,3.32,2.21,20181207_134922_025481.txt
1100643,1100992,FEM,7.95,3.6,2.31,20181207_134922_025481.txt
1383087,1383639,MAL,8.41,3.7,2.5,20181207_134922_025481.txt
1577536,1578716,FEM,14.73,6.85,4.66,20181207_134922_025481.txt
1583493,1584511,FEM,8.33,3.58,2.56,20181207_134922_025481.txt
1614443,1615273,MAL,9.57,4.27,2.88,20181207_134922_025481.txt
1631492,1631956,MAL,6.52,2.82,1.86,20181207_134922_025481.txt
1634163,1634322,FEM,13.77,6.88,4.22,20181207_134922_025481.txt
1646202,1646511,MAL,5.85,2.46,1.61,20181207_134922_025481.txt
1678344,1678778,FEM,6.26,2.75,1.77,20181207_134922_025481.txt
1689512,1690492,FEM,14.18,6.8,4.5,20181207_134922_025481.txt
1695236,1695511,FEM,5.28,2.21,1.41,20181207_134922_025481.txt
1749992,1750993,FEM,16.48,8.03,5.21,20181207_134922_025481.txt
1754723,1754826,MAL,14.72,7.48,4.53,20181207_134922_025481.txt
1765010,1768010,FEM,24.68,11.44,8.23,20181207_134922_025481.txt
1774011,1774350,FEM,12.53,6.13,3.84,20181207_134922_025481.txt
1774475,1777492,FEM,26.68,12.57,8.84,20181207_134922_025481.txt
1784174,1788492,FEM,31.12,14.38,10.65,20181207_134922_025481.txt
1845511,1849011,FEM,27.17,12.57,9.14,20181207_134922_025481.txt
1866633,1867993,FEM,11.51,5.25,3.62,20181207_134922_025481.txt
1870194,1871993,FEM,13.89,6.54,4.49,20181207_134922_025481.txt
1873122,1874545,FEM,13.36,6.31,4.14,20181207_134922_025481.txt
1875847,1877772,FEM,19.22,9.38,6.07,20181207_134922_025481.txt
1879556,1880697,FEM,11.83,5.5,3.58,20181207_134922_025481.txt
1882627,1882740,FEM,9.95,4.85,2.94,20181207_134922_025481.txt
1890042,1890511,FEM,3.9,1.39,0.99,20181207_134922_025481.txt
1902336,1905777,FEM,29.25,14.44,9.67,20181207_134922_025481.txt
1924437,1925512,FEM,8.7,3.68,2.63,20181207_134922_025481.txt
1929894,1934287,FEM,31.46,15.05,10.72,20181207_134922_025481.txt
1929960,1930286,MAL,7.23,3.16,2.07,20181207_134922_025481.txt
1932491,1935044,MAL,22.88,11.24,7.55,20181207_134922_025481.txt
1935549,1936992,FEM,12.97,6.0,4.12,20181207_134922_025481.txt
1949851,1950332,MAL,8.21,3.77,2.43,20181207_134922_025481.txt
1958614,1959011,FEM,6.57,2.77,1.86,20181207_134922_025481.txt
2004492,2006017,MAL,19.79,9.74,6.35,20181207_134922_025481.txt
2007512,2008101,FEM,14.28,7.06,4.41,20181207_134922_025481.txt
2008879,2009012,MAL,13.43,6.77,4.1,20181207_134922_025481.txt
2014303,2015972,FEM,18.58,8.93,5.92,20181207_134922_025481.txt
2014492,2015992,MAL,17.75,8.54,5.61,20181207_134922_025481.txt
2033492,2034992,FEM,18.93,9.27,6.06,20181207_134922_025481.txt
2050748,2053630,FEM,26.88,13.15,8.89,20181207_134922_025481.txt
2073492,2076214,FEM,22.43,10.77,7.43,20181207_134922_025481.txt
2076492,2078492,FEM,16.57,7.52,5.41,20181207_134922_025481.txt
2082221,2082363,FEM,9.99,4.84,2.96,20181207_134922_025481.txt
2082927,2083673,MAL,11.82,5.51,3.62,20181207_134922_025481.txt
2084262,2085504,FEM,14.25,6.58,4.46,20181207_134922_025481.txt
2084348,2086351,MAL,21.15,10.16,6.78,20181207_134922_025481.txt
2086005,2088578,FEM,31.11,15.37,9.88,20181207_134922_025481.txt
2088885,2091011,FEM,19.81,9.46,6.41,20181207_134922_025481.txt
2103852,2104436,MAL,9.73,4.55,2.9,20181207_134922_025481.txt
2109171,2110028,FEM,12.4,5.97,3.83,20181207_134922_025481.txt
2109579,2110510,MAL,12.57,6.07,3.9,20181207_134922_025481.txt
2110188,2110358,FEM,9.32,4.5,2.74,20181207_134922_025481.txt
2120070,2120178,FEM,9.07,4.35,2.65,20181207_134922_025481.txt
2120347,2122510,FEM,17.76,8.17,5.78,20181207_134922_025481.txt
2120693,2121010,MAL,8.48,3.91,2.49,20181207_134922_025481.txt
2121198,2121301,MAL,10.85,5.34,3.24,20181207_134922_025481.txt
2124196,2124915,MAL,10.44,4.9,3.16,20181207_134922_025481.txt
2124395,2135011,FEM,83.45,41.8,28.77,20181207_134922_025481.txt
2128493,2129072,MAL,9.68,4.42,2.88,20181207_134922_025481.txt
2135918,2136024,MAL,9.51,4.6,2.79,20181207_134922_025481.txt
2136993,2142493,FEM,47.87,23.43,15.85,20181207_134922_025481.txt
2139877,2140351,MAL,6.57,2.84,1.82,20181207_134922_025481.txt
2145511,2145692,FEM,10.59,5.15,3.17,20181207_134922_025481.txt
2145974,2149587,FEM,30.73,14.29,9.98,20181207_134922_025481.txt
2149770,2149937,FEM,10.37,5.04,3.09,20181207_134922_025481.txt
2150209,2150877,FEM,8.59,3.75,2.58,20181207_134922_025481.txt
2153373,2157242,FEM,36.7,17.79,11.96,20181207_134922_025481.txt
2153648,2153834,MAL,9.37,4.51,2.76,20181207_134922_025481.txt
2153952,2155105,MAL,13.52,6.29,4.2,20181207_134922_025481.txt
2156510,2157097,MAL,11.09,5.16,3.35,20181207_134922_025481.txt
2229512,2229883,FEM,4.02,1.47,1.01,20181207_134922_025481.txt
2250728,2251060,MAL,3.84,1.33,0.94,20181207_134922_025481.txt
2253606,2254111,FEM,3.82,1.24,0.97,20181207_134922_025481.txt
2276679,2278010,FEM,11.4,5.32,3.52,20181207_134922_025481.txt
2278984,2279325,FEM,5.6,2.38,1.53,20181207_134922_025481.txt
2280668,2281011,FEM,5.07,2.12,1.36,20181207_134922_025481.txt
2295685,2296011,FEM,6.12,2.62,1.7,20181207_134922_025481.txt
