segment_onset,segment_offset,speaker_type,phonemes,syllables,words,raw_filename
10,7992,FEM,67.41,33.13,22.56,20210930_113450_043300_2.txt
515,1011,MAL,6.1,2.54,1.67,20210930_113450_043300_2.txt
5856,5991,MAL,8.28,3.92,2.39,20210930_113450_043300_2.txt
7354,12022,MAL,30.31,13.99,10.33,20210930_113450_043300_2.txt
10191,12005,FEM,17.05,8.29,5.54,20210930_113450_043300_2.txt
14492,16666,FEM,14.8,6.18,4.74,20210930_113450_043300_2.txt
15959,18011,MAL,11.51,4.36,3.68,20210930_113450_043300_2.txt
19172,20993,FEM,14.33,6.52,4.58,20210930_113450_043300_2.txt
19600,24882,MAL,36.9,16.64,12.21,20210930_113450_043300_2.txt
21148,23170,FEM,14.82,6.37,4.62,20210930_113450_043300_2.txt
25530,30491,FEM,39.58,18.9,13.0,20210930_113450_043300_2.txt
30728,30993,FEM,4.43,1.74,1.13,20210930_113450_043300_2.txt
31492,32808,FEM,10.81,5.09,3.43,20210930_113450_043300_2.txt
37667,39100,MAL,13.15,6.22,4.12,20210930_113450_043300_2.txt
37871,40492,FEM,24.93,12.28,8.04,20210930_113450_043300_2.txt
42491,49992,FEM,59.15,29.45,20.15,20210930_113450_043300_2.txt
48968,52351,MAL,28.94,13.87,9.5,20210930_113450_043300_2.txt
50829,50993,FEM,8.33,3.94,2.41,20210930_113450_043300_2.txt
51594,51872,FEM,11.33,5.55,3.43,20210930_113450_043300_2.txt
54042,54297,FEM,10.09,4.87,3.01,20210930_113450_043300_2.txt
54493,57011,FEM,22.19,10.42,7.16,20210930_113450_043300_2.txt
57125,58112,MAL,10.76,5.08,3.31,20210930_113450_043300_2.txt
58511,61862,MAL,28.86,14.41,9.68,20210930_113450_043300_2.txt
60492,74491,FEM,130.72,66.26,43.83,20210930_113450_043300_2.txt
62331,62782,MAL,9.28,4.41,2.78,20210930_113450_043300_2.txt
70293,70971,MAL,9.93,4.74,3.03,20210930_113450_043300_2.txt
73649,76084,MAL,24.96,12.14,7.91,20210930_113450_043300_2.txt
75011,80151,FEM,53.3,26.31,17.18,20210930_113450_043300_2.txt
80011,83003,MAL,27.5,12.99,8.8,20210930_113450_043300_2.txt
80377,80554,FEM,8.98,4.27,2.63,20210930_113450_043300_2.txt
81879,83342,FEM,13.29,5.81,4.12,20210930_113450_043300_2.txt
83479,86992,FEM,25.91,11.76,8.52,20210930_113450_043300_2.txt
85492,89488,MAL,37.91,18.01,12.12,20210930_113450_043300_2.txt
88511,91992,FEM,30.67,14.45,9.99,20210930_113450_043300_2.txt
90938,94320,MAL,33.7,16.46,10.93,20210930_113450_043300_2.txt
93013,93126,FEM,9.32,4.5,2.73,20210930_113450_043300_2.txt
93476,96492,FEM,27.75,13.24,9.04,20210930_113450_043300_2.txt
95975,98493,MAL,23.27,11.23,7.62,20210930_113450_043300_2.txt
99144,100492,FEM,18.97,9.31,6.05,20210930_113450_043300_2.txt
102897,109492,FEM,58.02,28.59,19.31,20210930_113450_043300_2.txt
104492,104797,MAL,7.16,3.2,2.04,20210930_113450_043300_2.txt
106491,107632,MAL,13.88,6.48,4.26,20210930_113450_043300_2.txt
108511,111989,MAL,33.43,16.68,11.01,20210930_113450_043300_2.txt
111011,115810,FEM,41.72,20.24,13.84,20210930_113450_043300_2.txt
116147,119910,FEM,38.59,19.51,12.73,20210930_113450_043300_2.txt
120493,120761,FEM,8.76,4.15,2.57,20210930_113450_043300_2.txt
123247,123988,FEM,12.02,5.74,3.68,20210930_113450_043300_2.txt
124424,128192,FEM,37.88,18.88,12.39,20210930_113450_043300_2.txt
130393,132070,FEM,18.65,8.99,5.89,20210930_113450_043300_2.txt
132476,133013,FEM,9.14,4.29,2.74,20210930_113450_043300_2.txt
139489,140129,FEM,8.99,4.11,2.71,20210930_113450_043300_2.txt
149172,150993,FEM,18.13,8.63,5.8,20210930_113450_043300_2.txt
152493,157959,FEM,49.17,24.19,16.28,20210930_113450_043300_2.txt
154528,155488,MAL,12.41,5.73,3.8,20210930_113450_043300_2.txt
156180,158281,MAL,21.64,10.39,6.86,20210930_113450_043300_2.txt
158993,161053,FEM,20.43,9.6,6.5,20210930_113450_043300_2.txt
160010,161490,MAL,15.5,7.22,4.91,20210930_113450_043300_2.txt
161641,161810,MAL,12.96,6.5,3.95,20210930_113450_043300_2.txt
162089,162491,MAL,10.55,5.1,3.19,20210930_113450_043300_2.txt
164373,164925,MAL,11.19,5.36,3.43,20210930_113450_043300_2.txt
164654,167040,FEM,24.47,12.07,7.95,20210930_113450_043300_2.txt
169493,170489,MAL,12.97,6.32,4.1,20210930_113450_043300_2.txt
169668,169992,FEM,9.58,4.6,2.85,20210930_113450_043300_2.txt
175696,176428,FEM,13.0,6.31,4.01,20210930_113450_043300_2.txt
177689,177993,FEM,10.46,5.09,3.14,20210930_113450_043300_2.txt
178991,179492,FEM,12.47,6.16,3.85,20210930_113450_043300_2.txt
181145,184091,FEM,30.02,15.01,9.89,20210930_113450_043300_2.txt
185988,187223,FEM,16.09,7.85,5.07,20210930_113450_043300_2.txt
186126,186431,MAL,11.53,5.68,3.5,20210930_113450_043300_2.txt
189511,196620,FEM,66.0,33.82,22.21,20210930_113450_043300_2.txt
198005,199147,FEM,14.39,6.9,4.49,20210930_113450_043300_2.txt
199279,200875,MAL,16.46,7.79,5.31,20210930_113450_043300_2.txt
200028,200511,FEM,9.55,4.58,2.87,20210930_113450_043300_2.txt
201548,202474,FEM,14.12,7.06,4.47,20210930_113450_043300_2.txt
202056,203225,MAL,16.07,8.07,5.16,20210930_113450_043300_2.txt
204407,208012,FEM,36.07,18.22,11.91,20210930_113450_043300_2.txt
206992,208516,MAL,18.58,9.28,6.0,20210930_113450_043300_2.txt
211002,217193,FEM,53.72,27.19,18.18,20210930_113450_043300_2.txt
218494,225232,FEM,63.54,31.97,21.17,20210930_113450_043300_2.txt
227991,231650,FEM,33.56,16.61,11.04,20210930_113450_043300_2.txt
231846,232776,FEM,12.84,6.24,4.04,20210930_113450_043300_2.txt
232980,237373,FEM,40.43,20.17,13.39,20210930_113450_043300_2.txt
237511,241011,FEM,34.5,16.92,11.22,20210930_113450_043300_2.txt
243157,244492,FEM,17.28,8.49,5.43,20210930_113450_043300_2.txt
257173,257362,FEM,14.28,7.2,4.39,20210930_113450_043300_2.txt
257492,258903,FEM,19.31,9.5,6.17,20210930_113450_043300_2.txt
260393,263321,FEM,29.47,14.48,9.55,20210930_113450_043300_2.txt
264217,265430,FEM,14.69,7.09,4.65,20210930_113450_043300_2.txt
266380,268397,MAL,21.35,10.63,7.01,20210930_113450_043300_2.txt
266493,267254,FEM,12.34,6.07,3.85,20210930_113450_043300_2.txt
267423,268292,FEM,13.15,6.39,4.13,20210930_113450_043300_2.txt
269011,270348,FEM,13.09,6.01,4.14,20210930_113450_043300_2.txt
272914,274011,MAL,13.56,6.42,4.26,20210930_113450_043300_2.txt
281647,281838,FEM,11.31,5.59,3.41,20210930_113450_043300_2.txt
281991,283510,MAL,18.6,9.08,5.9,20210930_113450_043300_2.txt
282072,284075,FEM,21.39,10.4,6.91,20210930_113450_043300_2.txt
285716,288492,FEM,22.84,10.98,7.58,20210930_113450_043300_2.txt
289011,293901,FEM,50.75,25.56,16.6,20210930_113450_043300_2.txt
294113,294511,FEM,9.94,4.76,2.99,20210930_113450_043300_2.txt
297299,300011,FEM,31.61,15.63,10.02,20210930_113450_043300_2.txt
300512,306511,FEM,61.89,30.8,20.13,20210930_113450_043300_2.txt
309493,315197,FEM,51.16,25.29,17.03,20210930_113450_043300_2.txt
316934,320510,FEM,31.73,15.4,10.46,20210930_113450_043300_2.txt
322993,323865,MAL,12.28,5.85,3.74,20210930_113450_043300_2.txt
323214,324294,FEM,12.73,5.98,3.93,20210930_113450_043300_2.txt
324960,332157,FEM,65.29,32.67,21.83,20210930_113450_043300_2.txt
330725,331511,MAL,10.37,4.84,3.14,20210930_113450_043300_2.txt
333681,334989,MAL,14.82,7.01,4.71,20210930_113450_043300_2.txt
336837,342011,FEM,44.61,22.59,15.24,20210930_113450_043300_2.txt
336950,337262,MAL,12.24,6.02,3.74,20210930_113450_043300_2.txt
340991,341990,MAL,13.68,6.69,4.33,20210930_113450_043300_2.txt
345085,346045,FEM,15.1,7.42,4.75,20210930_113450_043300_2.txt
346493,350492,FEM,36.47,18.76,12.38,20210930_113450_043300_2.txt
354981,356410,FEM,18.12,8.91,5.73,20210930_113450_043300_2.txt
356511,368011,FEM,106.84,53.9,35.87,20210930_113450_043300_2.txt
368336,368493,FEM,9.39,4.53,2.76,20210930_113450_043300_2.txt
369446,372011,FEM,23.65,11.66,7.81,20210930_113450_043300_2.txt
374993,380493,FEM,49.66,24.91,16.66,20210930_113450_043300_2.txt
381512,384949,FEM,31.58,15.59,10.44,20210930_113450_043300_2.txt
385948,388476,FEM,25.24,11.98,8.07,20210930_113450_043300_2.txt
391633,401667,FEM,81.84,40.33,27.77,20210930_113450_043300_2.txt
403993,404992,FEM,9.17,4.11,2.83,20210930_113450_043300_2.txt
407992,410601,FEM,26.06,12.69,8.46,20210930_113450_043300_2.txt
408093,408491,MAL,10.45,5.09,3.16,20210930_113450_043300_2.txt
413492,415492,FEM,19.97,9.84,6.49,20210930_113450_043300_2.txt
424511,425706,FEM,13.34,6.32,4.2,20210930_113450_043300_2.txt
425689,427491,MAL,20.31,10.13,6.62,20210930_113450_043300_2.txt
428210,429324,MAL,14.34,7.02,4.57,20210930_113450_043300_2.txt
428510,435781,FEM,65.05,32.99,22.03,20210930_113450_043300_2.txt
451899,454992,FEM,24.27,11.76,8.16,20210930_113450_043300_2.txt
461012,462045,FEM,12.88,6.18,4.02,20210930_113450_043300_2.txt
467549,468992,FEM,17.64,8.56,5.67,20210930_113450_043300_2.txt
468992,470992,MAL,19.51,9.35,6.39,20210930_113450_043300_2.txt
471992,475593,MAL,28.02,13.1,9.39,20210930_113450_043300_2.txt
476069,477448,FEM,16.88,8.22,5.36,20210930_113450_043300_2.txt
476268,476506,MAL,9.82,4.75,2.92,20210930_113450_043300_2.txt
477993,478195,MAL,9.46,4.53,2.79,20210930_113450_043300_2.txt
479851,480742,FEM,13.7,6.75,4.27,20210930_113450_043300_2.txt
481992,490511,FEM,66.5,33.5,23.04,20210930_113450_043300_2.txt
490058,492510,MAL,23.18,11.36,7.64,20210930_113450_043300_2.txt
492011,498012,FEM,49.41,24.53,16.82,20210930_113450_043300_2.txt
497964,500497,MAL,22.04,10.6,7.32,20210930_113450_043300_2.txt
501992,502758,MAL,12.38,5.87,3.81,20210930_113450_043300_2.txt
502025,505992,FEM,32.33,15.43,10.83,20210930_113450_043300_2.txt
506228,513992,FEM,58.49,28.78,20.14,20210930_113450_043300_2.txt
513464,516512,MAL,27.46,13.39,9.11,20210930_113450_043300_2.txt
517173,517544,MAL,11.99,5.93,3.66,20210930_113450_043300_2.txt
517477,519359,FEM,14.83,6.62,4.81,20210930_113450_043300_2.txt
521512,523557,FEM,18.19,8.53,5.91,20210930_113450_043300_2.txt
523770,523888,FEM,12.09,6.04,3.65,20210930_113450_043300_2.txt
526444,528484,MAL,18.49,8.83,6.06,20210930_113450_043300_2.txt
528992,529299,FEM,8.15,3.81,2.37,20210930_113450_043300_2.txt
529060,530511,MAL,15.1,7.39,4.83,20210930_113450_043300_2.txt
530511,533992,FEM,30.25,15.03,10.22,20210930_113450_043300_2.txt
531051,531198,MAL,12.0,5.93,3.63,20210930_113450_043300_2.txt
533009,533537,MAL,12.94,6.29,3.95,20210930_113450_043300_2.txt
533648,533878,MAL,10.52,5.13,3.15,20210930_113450_043300_2.txt
536308,537211,FEM,11.09,4.98,3.4,20210930_113450_043300_2.txt
539401,550501,FEM,92.78,45.83,31.33,20210930_113450_043300_2.txt
552297,552992,FEM,9.49,4.36,2.89,20210930_113450_043300_2.txt
554492,555049,FEM,10.25,4.85,3.12,20210930_113450_043300_2.txt
558260,560341,FEM,22.66,11.02,7.19,20210930_113450_043300_2.txt
561698,562759,FEM,11.48,5.28,3.51,20210930_113450_043300_2.txt
567010,571516,FEM,32.84,16.11,11.2,20210930_113450_043300_2.txt
573512,573662,FEM,6.5,2.89,1.8,20210930_113450_043300_2.txt
573941,574113,FEM,7.0,3.13,1.97,20210930_113450_043300_2.txt
575012,575512,FEM,6.56,2.77,1.88,20210930_113450_043300_2.txt
577969,585254,FEM,60.51,30.74,20.63,20210930_113450_043300_2.txt
583556,587181,MAL,32.9,16.17,10.65,20210930_113450_043300_2.txt
585510,590491,FEM,37.33,18.76,12.83,20210930_113450_043300_2.txt
