segment_onset,segment_offset,speaker_type,phonemes,syllables,words,raw_filename
1669,2493,FEM,11.46,5.48,3.51,20220726_115556_024883_2.txt
5110,8492,FEM,28.72,14.25,9.69,20220726_115556_024883_2.txt
25010,29991,FEM,42.4,21.12,14.36,20220726_115556_024883_2.txt
31067,31224,FEM,9.79,4.76,2.9,20220726_115556_024883_2.txt
31347,31511,FEM,9.48,4.59,2.79,20220726_115556_024883_2.txt
33497,35203,FEM,21.13,10.57,6.83,20220726_115556_024883_2.txt
37098,37267,FEM,13.64,6.89,4.18,20220726_115556_024883_2.txt
37371,39705,FEM,25.94,12.76,8.33,20220726_115556_024883_2.txt
44493,46493,FEM,19.84,9.76,6.5,20220726_115556_024883_2.txt
51816,53024,FEM,14.22,7.0,4.55,20220726_115556_024883_2.txt
57161,61041,FEM,40.5,20.13,13.23,20220726_115556_024883_2.txt
63040,65011,FEM,22.0,10.93,7.11,20220726_115556_024883_2.txt
65294,66011,FEM,10.85,5.16,3.29,20220726_115556_024883_2.txt
65991,66489,MAL,7.22,3.25,2.1,20220726_115556_024883_2.txt
70423,71992,FEM,16.55,7.74,5.23,20220726_115556_024883_2.txt
73913,76701,FEM,25.03,12.03,8.31,20220726_115556_024883_2.txt
81010,81295,FEM,11.55,5.71,3.5,20220726_115556_024883_2.txt
84491,85264,FEM,15.16,7.52,4.73,20220726_115556_024883_2.txt
87991,88928,FEM,14.94,7.46,4.74,20220726_115556_024883_2.txt
93817,94269,FEM,7.09,3.19,2.05,20220726_115556_024883_2.txt
95082,95808,FEM,9.27,4.32,2.82,20220726_115556_024883_2.txt
95992,98059,FEM,23.28,11.62,7.6,20220726_115556_024883_2.txt
100209,102992,FEM,28.53,14.17,9.32,20220726_115556_024883_2.txt
105896,106487,FEM,9.19,4.25,2.77,20220726_115556_024883_2.txt
110091,111711,FEM,17.56,8.69,5.68,20220726_115556_024883_2.txt
118255,119376,FEM,11.79,5.46,3.67,20220726_115556_024883_2.txt
119867,123617,FEM,31.97,15.94,10.79,20220726_115556_024883_2.txt
