segment_onset,segment_offset,speaker_type,phonemes,syllables,words,raw_filename
7358,8637,MAL,16.11,7.89,5.03,20230726_132638_043299_2.txt
8011,8834,FEM,12.15,5.88,3.74,20230726_132638_043299_2.txt
13993,15512,FEM,17.03,8.24,5.43,20230726_132638_043299_2.txt
15716,15844,FEM,7.94,3.73,2.27,20230726_132638_043299_2.txt
20358,22953,FEM,30.01,15.18,9.73,20230726_132638_043299_2.txt
28375,30572,MAL,27.48,13.7,8.77,20230726_132638_043299_2.txt
30848,30986,MAL,12.39,6.19,3.76,20230726_132638_043299_2.txt
35512,36012,FEM,10.82,5.22,3.3,20230726_132638_043299_2.txt
42491,44992,FEM,28.15,14.19,9.14,20230726_132638_043299_2.txt
45608,45713,FEM,11.61,5.78,3.49,20230726_132638_043299_2.txt
45993,47011,FEM,14.16,7.08,4.5,20230726_132638_043299_2.txt
60330,61012,FEM,12.66,6.19,3.89,20230726_132638_043299_2.txt
69390,70256,FEM,14.13,7.02,4.41,20230726_132638_043299_2.txt
71503,72595,FEM,13.59,6.72,4.32,20230726_132638_043299_2.txt
83310,86493,MAL,29.9,14.68,9.84,20230726_132638_043299_2.txt
92907,95347,FEM,24.55,12.42,8.15,20230726_132638_043299_2.txt
133134,133249,FEM,11.58,5.74,3.48,20230726_132638_043299_2.txt
134992,136384,FEM,18.05,9.02,5.75,20230726_132638_043299_2.txt
135265,135474,MAL,10.19,4.97,3.04,20230726_132638_043299_2.txt
135737,136304,MAL,11.42,5.62,3.51,20230726_132638_043299_2.txt
137037,137160,FEM,11.26,5.59,3.38,20230726_132638_043299_2.txt
137280,138011,FEM,11.71,5.57,3.58,20230726_132638_043299_2.txt
145643,146529,MAL,14.34,7.13,4.48,20230726_132638_043299_2.txt
149416,150990,FEM,19.28,9.52,6.14,20230726_132638_043299_2.txt
155598,155922,FEM,11.24,5.53,3.4,20230726_132638_043299_2.txt
185983,189545,MAL,36.68,18.43,12.06,20230726_132638_043299_2.txt
217991,218494,MAL,10.71,5.19,3.26,20230726_132638_043299_2.txt
219517,221309,MAL,21.34,10.77,6.91,20230726_132638_043299_2.txt
227757,228994,MAL,16.08,7.81,5.07,20230726_132638_043299_2.txt
231989,234011,MAL,24.88,12.49,7.97,20230726_132638_043299_2.txt
235992,236821,FEM,10.69,5.05,3.31,20230726_132638_043299_2.txt
271053,272011,FEM,11.22,5.39,3.51,20230726_132638_043299_2.txt
295601,295712,MAL,11.69,5.81,3.52,20230726_132638_043299_2.txt
295922,297049,MAL,14.67,7.12,4.63,20230726_132638_043299_2.txt
302975,305032,MAL,21.54,10.53,6.97,20230726_132638_043299_2.txt
317135,317948,MAL,14.26,7.01,4.39,20230726_132638_043299_2.txt
317221,317491,FEM,10.57,5.18,3.18,20230726_132638_043299_2.txt
318533,318693,FEM,8.18,3.85,2.36,20230726_132638_043299_2.txt
318865,319461,FEM,9.68,4.62,2.93,20230726_132638_043299_2.txt
328205,329493,FEM,13.33,6.46,4.27,20230726_132638_043299_2.txt
329511,331546,MAL,19.9,9.74,6.53,20230726_132638_043299_2.txt
336992,338114,FEM,13.12,6.33,4.12,20230726_132638_043299_2.txt
342011,343928,MAL,18.6,9.09,6.13,20230726_132638_043299_2.txt
370950,371517,FEM,10.52,4.96,3.21,20230726_132638_043299_2.txt
376282,376491,FEM,7.0,3.18,1.98,20230726_132638_043299_2.txt
392708,394488,MAL,12.3,5.35,3.95,20230726_132638_043299_2.txt
407175,408010,FEM,9.75,4.4,2.94,20230726_132638_043299_2.txt
409917,410511,MAL,9.25,4.34,2.79,20230726_132638_043299_2.txt
428510,430511,MAL,21.59,10.86,7.03,20230726_132638_043299_2.txt
438011,440448,MAL,20.47,9.9,6.78,20230726_132638_043299_2.txt
443991,445625,MAL,16.01,7.73,5.11,20230726_132638_043299_2.txt
445773,445984,MAL,6.26,2.79,1.73,20230726_132638_043299_2.txt
447157,448492,FEM,15.39,7.46,4.8,20230726_132638_043299_2.txt
452311,454019,MAL,20.03,10.18,6.52,20230726_132638_043299_2.txt
481015,482070,MAL,13.55,6.73,4.3,20230726_132638_043299_2.txt
481952,482608,FEM,10.66,5.15,3.27,20230726_132638_043299_2.txt
482811,483781,MAL,14.23,7.06,4.46,20230726_132638_043299_2.txt
483045,483492,FEM,9.88,4.77,2.97,20230726_132638_043299_2.txt
485492,487995,MAL,26.49,13.37,8.7,20230726_132638_043299_2.txt
492492,493958,MAL,19.61,9.87,6.23,20230726_132638_043299_2.txt
499011,501152,MAL,23.76,12.08,7.78,20230726_132638_043299_2.txt
516046,517641,MAL,18.63,9.4,6.03,20230726_132638_043299_2.txt
517045,518003,FEM,12.6,6.15,3.97,20230726_132638_043299_2.txt
517779,518204,MAL,10.13,4.85,3.05,20230726_132638_043299_2.txt
521826,521980,MAL,10.83,5.34,3.24,20230726_132638_043299_2.txt
541340,541755,MAL,10.35,5.03,3.13,20230726_132638_043299_2.txt
542511,544794,MAL,23.24,11.71,7.63,20230726_132638_043299_2.txt
547214,550493,MAL,30.82,15.81,10.38,20230726_132638_043299_2.txt
551870,553993,MAL,22.43,11.35,7.33,20230726_132638_043299_2.txt
556845,558193,FEM,15.81,7.82,5.05,20230726_132638_043299_2.txt
564011,566154,MAL,19.9,9.82,6.54,20230726_132638_043299_2.txt
570086,570496,MAL,8.25,3.81,2.43,20230726_132638_043299_2.txt
639993,640511,FEM,8.87,4.16,2.65,20230726_132638_043299_2.txt
642480,644463,FEM,18.33,8.84,5.99,20230726_132638_043299_2.txt
647772,649011,FEM,11.11,5.01,3.46,20230726_132638_043299_2.txt
651756,654988,MAL,25.08,12.4,8.45,20230726_132638_043299_2.txt
653493,653677,FEM,8.59,4.05,2.5,20230726_132638_043299_2.txt
654661,654885,FEM,5.38,2.28,1.44,20230726_132638_043299_2.txt
656011,657992,FEM,19.28,9.52,6.31,20230726_132638_043299_2.txt
661866,662629,MAL,10.01,4.72,3.07,20230726_132638_043299_2.txt
662011,664574,FEM,21.72,10.73,7.22,20230726_132638_043299_2.txt
665083,667780,FEM,21.72,10.75,7.25,20230726_132638_043299_2.txt
674264,675015,FEM,10.64,5.04,3.28,20230726_132638_043299_2.txt
676991,678019,FEM,12.81,6.12,4.0,20230726_132638_043299_2.txt
682992,683728,FEM,11.67,5.61,3.62,20230726_132638_043299_2.txt
709012,709797,FEM,7.19,3.16,2.08,20230726_132638_043299_2.txt
731693,733024,MAL,11.4,5.26,3.63,20230726_132638_043299_2.txt
756010,757726,FEM,15.25,7.34,4.92,20230726_132638_043299_2.txt
768486,770806,MAL,20.52,9.47,6.68,20230726_132638_043299_2.txt
