segment_onset,segment_offset,speaker_type,phonemes,syllables,words,raw_filename
69954,72004,FEM,22.23,10.69,7.1,20200813_161017_022873.txt
73011,78517,FEM,42.64,20.48,14.47,20200813_161017_022873.txt
78634,79010,FEM,10.71,5.18,3.24,20200813_161017_022873.txt
79296,80823,FEM,17.42,8.56,5.62,20200813_161017_022873.txt
81992,84658,FEM,26.97,13.29,8.78,20200813_161017_022873.txt
84863,87438,FEM,23.57,11.17,7.73,20200813_161017_022873.txt
91991,94602,FEM,25.63,12.48,8.32,20200813_161017_022873.txt
100484,104148,FEM,36.07,17.59,11.82,20200813_161017_022873.txt
107175,107696,FEM,6.43,2.78,1.84,20200813_161017_022873.txt
109991,113992,FEM,39.74,19.96,13.05,20200813_161017_022873.txt
114210,116866,FEM,27.43,13.7,9.03,20200813_161017_022873.txt
117011,118339,FEM,20.56,10.26,6.52,20200813_161017_022873.txt
117514,118385,MAL,16.5,8.27,5.2,20200813_161017_022873.txt
120231,122992,FEM,27.59,13.96,9.21,20200813_161017_022873.txt
122492,125011,MAL,26.9,13.37,8.83,20200813_161017_022873.txt
123203,123993,FEM,14.94,7.47,4.66,20200813_161017_022873.txt
131740,131915,MAL,8.06,3.77,2.32,20200813_161017_022873.txt
136895,137693,FEM,7.13,2.95,2.07,20200813_161017_022873.txt
143993,148492,FEM,34.31,17.12,11.69,20200813_161017_022873.txt
150010,150558,FEM,5.2,1.99,1.43,20200813_161017_022873.txt
154050,154153,FEM,8.49,4.03,2.45,20200813_161017_022873.txt
157013,159372,FEM,19.11,9.01,6.11,20200813_161017_022873.txt
161011,161775,FEM,5.89,2.37,1.65,20200813_161017_022873.txt
171965,176992,FEM,39.78,20.62,13.71,20200813_161017_022873.txt
178099,178492,FEM,4.98,2.04,1.33,20200813_161017_022873.txt
179012,179517,FEM,3.87,1.37,0.98,20200813_161017_022873.txt
180779,181012,FEM,3.1,1.01,0.68,20200813_161017_022873.txt
182685,182796,FEM,8.05,3.8,2.31,20200813_161017_022873.txt
183511,184756,FEM,8.49,3.86,2.65,20200813_161017_022873.txt
187289,187888,FEM,5.2,2.11,1.44,20200813_161017_022873.txt
193980,195484,FEM,9.98,4.58,3.19,20200813_161017_022873.txt
195917,197011,FEM,7.73,3.43,2.37,20200813_161017_022873.txt
200011,201012,FEM,6.35,2.66,1.89,20200813_161017_022873.txt
202993,203493,FEM,4.38,1.68,1.15,20200813_161017_022873.txt
204469,206492,FEM,14.28,6.9,4.71,20200813_161017_022873.txt
204562,204702,MAL,5.38,2.31,1.42,20200813_161017_022873.txt
209993,216493,FEM,53.94,27.86,18.46,20200813_161017_022873.txt
218921,226392,FEM,60.88,31.83,21.1,20200813_161017_022873.txt
228369,231010,FEM,19.28,9.58,6.48,20200813_161017_022873.txt
233511,236992,FEM,26.23,13.3,8.93,20200813_161017_022873.txt
239957,240492,FEM,4.68,1.85,1.26,20200813_161017_022873.txt
241449,242991,FEM,10.47,4.83,3.36,20200813_161017_022873.txt
245319,245439,FEM,4.14,1.61,1.01,20200813_161017_022873.txt
247465,249492,FEM,14.41,7.01,4.75,20200813_161017_022873.txt
253538,254010,FEM,4.39,1.69,1.15,20200813_161017_022873.txt
256011,258512,FEM,18.12,8.93,6.07,20200813_161017_022873.txt
259625,260011,FEM,9.26,4.4,2.76,20200813_161017_022873.txt
