segment_onset,segment_offset,speaker_type,phonemes,syllables,words,raw_filename
3416,3980,MAL,8.77,3.86,2.62,20180206_110905_009463.txt
27039,27569,MAL,9.09,4.28,2.72,20180206_110905_009463.txt
28055,31055,MAL,25.92,12.75,8.69,20180206_110905_009463.txt
35547,38490,MAL,29.37,14.35,9.57,20180206_110905_009463.txt
38011,40767,FEM,25.39,12.43,8.48,20180206_110905_009463.txt
41744,43491,MAL,20.57,9.92,6.65,20180206_110905_009463.txt
44992,46916,MAL,18.76,8.82,6.08,20180206_110905_009463.txt
49638,58492,MAL,68.9,33.53,23.47,20180206_110905_009463.txt
57512,58511,FEM,13.35,6.24,4.12,20180206_110905_009463.txt
66268,68490,MAL,18.61,8.64,6.13,20180206_110905_009463.txt
80141,80269,MAL,11.63,5.78,3.5,20180206_110905_009463.txt
85499,86547,MAL,12.95,6.21,4.1,20180206_110905_009463.txt
91933,97011,MAL,38.53,18.78,13.19,20180206_110905_009463.txt
99011,101512,MAL,21.95,10.7,7.24,20180206_110905_009463.txt
105276,105511,FEM,5.83,2.55,1.59,20180206_110905_009463.txt
119011,119980,MAL,11.53,5.43,3.61,20180206_110905_009463.txt
131492,132304,FEM,11.42,5.4,3.49,20180206_110905_009463.txt
136492,138011,FEM,14.17,6.8,4.53,20180206_110905_009463.txt
139229,141505,MAL,19.01,8.84,6.27,20180206_110905_009463.txt
147012,147574,FEM,9.48,4.4,2.86,20180206_110905_009463.txt
153731,155015,FEM,11.44,5.29,3.58,20180206_110905_009463.txt
178991,185491,MAL,43.86,20.51,15.05,20180206_110905_009463.txt
186511,211012,MAL,208.61,104.92,71.17,20180206_110905_009463.txt
211538,211852,MAL,11.07,5.43,3.35,20180206_110905_009463.txt
212011,216237,MAL,39.79,19.68,13.1,20180206_110905_009463.txt
218012,228012,MAL,110.17,55.54,35.78,20180206_110905_009463.txt
228317,229510,FEM,14.88,7.4,4.71,20180206_110905_009463.txt
231385,235489,MAL,43.16,21.94,14.15,20180206_110905_009463.txt
236993,238807,MAL,24.49,12.29,7.75,20180206_110905_009463.txt
242492,249510,MAL,74.48,37.06,24.13,20180206_110905_009463.txt
250511,253606,MAL,30.93,15.26,10.07,20180206_110905_009463.txt
254011,261574,MAL,70.12,35.4,23.51,20180206_110905_009463.txt
261760,261865,MAL,14.31,7.23,4.39,20180206_110905_009463.txt
262992,276541,MAL,127.36,64.27,42.58,20180206_110905_009463.txt
276011,276511,FEM,7.35,3.34,2.14,20180206_110905_009463.txt
278492,281470,MAL,25.3,12.49,8.43,20180206_110905_009463.txt
284511,286511,FEM,17.11,8.18,5.49,20180206_110905_009463.txt
287317,289700,MAL,18.05,8.33,5.92,20180206_110905_009463.txt
290792,291459,FEM,10.62,4.9,3.26,20180206_110905_009463.txt
296511,301492,MAL,43.62,21.66,14.61,20180206_110905_009463.txt
301992,302274,FEM,6.99,3.15,1.98,20180206_110905_009463.txt
304992,307955,MAL,29.91,14.96,9.76,20180206_110905_009463.txt
307511,308829,FEM,13.36,6.47,4.28,20180206_110905_009463.txt
308767,311990,MAL,29.82,15.07,9.98,20180206_110905_009463.txt
312937,314511,MAL,15.98,7.86,5.14,20180206_110905_009463.txt
313991,315506,FEM,16.86,8.21,5.27,20180206_110905_009463.txt
317235,322892,MAL,57.81,29.33,19.03,20180206_110905_009463.txt
324493,325617,FEM,10.45,5.02,3.28,20180206_110905_009463.txt
328512,334493,MAL,64.05,31.91,20.64,20180206_110905_009463.txt
336386,338990,MAL,25.32,12.18,8.16,20180206_110905_009463.txt
339618,342515,MAL,33.57,16.68,10.65,20180206_110905_009463.txt
345011,347490,MAL,21.8,10.57,7.18,20180206_110905_009463.txt
350011,352988,MAL,24.3,11.7,8.05,20180206_110905_009463.txt
353341,353486,MAL,10.96,5.39,3.28,20180206_110905_009463.txt
357227,358828,MAL,18.04,8.65,5.62,20180206_110905_009463.txt
357991,358629,FEM,9.05,4.24,2.73,20180206_110905_009463.txt
360590,360696,MAL,9.81,4.76,2.89,20180206_110905_009463.txt
360992,364492,MAL,28.12,13.34,9.41,20180206_110905_009463.txt
364674,366491,MAL,15.8,7.23,5.12,20180206_110905_009463.txt
368012,383422,MAL,148.05,73.8,48.94,20180206_110905_009463.txt
384011,389165,MAL,47.14,23.21,15.6,20180206_110905_009463.txt
389991,393074,MAL,27.59,13.43,9.05,20180206_110905_009463.txt
390872,391010,FEM,6.79,3.1,1.89,20180206_110905_009463.txt
396492,398730,MAL,20.7,10.05,6.83,20180206_110905_009463.txt
403512,406511,MAL,25.17,12.09,8.39,20180206_110905_009463.txt
407707,410491,MAL,23.15,10.94,7.68,20180206_110905_009463.txt
416232,417012,FEM,10.15,4.57,3.07,20180206_110905_009463.txt
418031,418274,MAL,9.02,4.32,2.65,20180206_110905_009463.txt
420992,423930,FEM,23.94,11.2,7.81,20180206_110905_009463.txt
421121,421779,MAL,9.87,4.45,2.85,20180206_110905_009463.txt
424541,424764,MAL,10.34,4.91,3.09,20180206_110905_009463.txt
424983,427550,MAL,19.98,8.91,6.54,20180206_110905_009463.txt
426472,428927,FEM,20.4,9.66,6.71,20180206_110905_009463.txt
440728,443065,FEM,20.42,10.04,6.75,20180206_110905_009463.txt
446983,451011,MAL,35.93,17.62,11.84,20180206_110905_009463.txt
448997,451117,FEM,22.61,11.15,7.18,20180206_110905_009463.txt
456015,456307,MAL,3.95,1.46,0.97,20180206_110905_009463.txt
456411,461986,MAL,39.93,19.1,13.69,20180206_110905_009463.txt
462491,466330,MAL,31.04,14.24,10.17,20180206_110905_009463.txt
468011,469526,MAL,15.83,7.33,4.98,20180206_110905_009463.txt
469193,471493,FEM,20.01,9.55,6.4,20180206_110905_009463.txt
472152,475738,MAL,33.28,16.24,10.93,20180206_110905_009463.txt
476992,478491,FEM,13.7,6.38,4.27,20180206_110905_009463.txt
478265,478390,MAL,9.44,4.57,2.77,20180206_110905_009463.txt
478492,481535,MAL,26.31,12.17,8.46,20180206_110905_009463.txt
481709,481881,MAL,11.21,5.44,3.37,20180206_110905_009463.txt
486992,489623,MAL,18.43,7.99,6.08,20180206_110905_009463.txt
491213,491334,FEM,5.69,2.48,1.52,20180206_110905_009463.txt
495141,499010,MAL,36.91,17.6,11.92,20180206_110905_009463.txt
499287,499476,MAL,11.26,5.43,3.39,20180206_110905_009463.txt
499993,504357,MAL,41.7,19.92,13.44,20180206_110905_009463.txt
509041,509510,MAL,5.79,2.47,1.61,20180206_110905_009463.txt
512511,517511,MAL,36.61,16.38,12.07,20180206_110905_009463.txt
520680,525491,MAL,43.7,21.42,14.4,20180206_110905_009463.txt
521492,522064,FEM,8.68,3.9,2.54,20180206_110905_009463.txt
524543,525036,FEM,7.96,3.69,2.34,20180206_110905_009463.txt
535213,540490,MAL,45.51,21.76,14.87,20180206_110905_009463.txt
544239,544492,FEM,7.44,3.42,2.13,20180206_110905_009463.txt
545511,552880,MAL,63.8,30.68,21.05,20180206_110905_009463.txt
560046,561803,FEM,18.47,9.15,6.0,20180206_110905_009463.txt
567953,578748,MAL,93.02,45.26,30.99,20180206_110905_009463.txt
571371,571594,FEM,10.51,5.1,3.14,20180206_110905_009463.txt
575000,575233,FEM,7.26,3.35,2.07,20180206_110905_009463.txt
575993,576334,FEM,8.95,4.25,2.65,20180206_110905_009463.txt
580325,580511,MAL,10.29,5.01,3.06,20180206_110905_009463.txt
580524,580652,FEM,8.56,4.08,2.48,20180206_110905_009463.txt
581173,581612,FEM,7.41,3.38,2.15,20180206_110905_009463.txt
581992,583499,FEM,17.16,8.25,5.42,20180206_110905_009463.txt
582012,587512,MAL,48.97,24.67,16.53,20180206_110905_009463.txt
595510,600491,MAL,42.11,20.0,13.89,20180206_110905_009463.txt
600991,601492,FEM,8.59,3.9,2.5,20180206_110905_009463.txt
603514,605544,MAL,16.49,7.11,5.18,20180206_110905_009463.txt
610492,613491,MAL,25.59,11.6,8.22,20180206_110905_009463.txt
620934,625011,MAL,37.63,17.79,12.14,20180206_110905_009463.txt
625305,625507,MAL,13.48,6.75,4.13,20180206_110905_009463.txt
625708,625985,MAL,9.76,4.72,2.91,20180206_110905_009463.txt
638992,640600,MAL,14.74,7.01,4.74,20180206_110905_009463.txt
641974,642885,MAL,13.04,6.2,4.0,20180206_110905_009463.txt
642156,642856,FEM,11.05,5.22,3.35,20180206_110905_009463.txt
645746,646971,FEM,12.3,5.42,3.7,20180206_110905_009463.txt
645935,646443,MAL,7.09,3.14,2.0,20180206_110905_009463.txt
648719,652863,MAL,28.78,12.81,9.53,20180206_110905_009463.txt
653010,673139,MAL,159.31,76.02,53.54,20180206_110905_009463.txt
663199,663511,FEM,6.84,3.01,1.94,20180206_110905_009463.txt
674011,687492,MAL,108.4,51.77,36.25,20180206_110905_009463.txt
687695,694511,MAL,47.61,21.6,15.98,20180206_110905_009463.txt
695581,703986,MAL,65.91,30.99,21.92,20180206_110905_009463.txt
707511,710311,MAL,23.24,11.04,7.66,20180206_110905_009463.txt
711512,726985,MAL,137.59,68.23,46.05,20180206_110905_009463.txt
729528,731086,FEM,13.01,6.01,4.15,20180206_110905_009463.txt
730011,730114,MAL,6.54,2.96,1.81,20180206_110905_009463.txt
