segment_onset,segment_offset,speaker_type,phonemes,syllables,words,raw_filename
1011,2511,FEM,12.93,6.0,4.11,20210312_162250_024883.txt
2992,5749,FEM,20.46,9.52,6.83,20210312_162250_024883.txt
7862,7992,FEM,6.94,3.15,1.94,20210312_162250_024883.txt
12511,14011,FEM,11.4,5.1,3.6,20210312_162250_024883.txt
15231,21821,FEM,51.2,25.59,17.62,20210312_162250_024883.txt
27010,30527,FEM,35.07,17.29,11.36,20210312_162250_024883.txt
33991,36536,FEM,23.91,11.47,7.69,20210312_162250_024883.txt
36011,37719,MAL,13.07,5.75,4.2,20210312_162250_024883.txt
36691,37010,FEM,7.65,3.47,2.21,20210312_162250_024883.txt
38536,40016,MAL,13.76,6.37,4.33,20210312_162250_024883.txt
43789,45492,FEM,18.24,8.93,5.86,20210312_162250_024883.txt
46268,51492,FEM,46.66,23.71,15.72,20210312_162250_024883.txt
50510,52511,MAL,25.61,12.74,8.05,20210312_162250_024883.txt
53063,54276,FEM,11.82,5.35,3.65,20210312_162250_024883.txt
53725,55311,MAL,14.99,6.95,4.76,20210312_162250_024883.txt
54918,55335,FEM,8.32,3.82,2.45,20210312_162250_024883.txt
55492,60077,FEM,33.18,16.31,11.33,20210312_162250_024883.txt
61822,63992,FEM,18.21,8.75,5.93,20210312_162250_024883.txt
64986,66511,MAL,13.58,5.99,4.23,20210312_162250_024883.txt
67492,73511,FEM,47.87,23.9,16.3,20210312_162250_024883.txt
73992,77764,FEM,32.26,15.6,10.57,20210312_162250_024883.txt
79174,80450,FEM,15.32,7.54,4.82,20210312_162250_024883.txt
81493,83181,FEM,18.47,9.12,5.89,20210312_162250_024883.txt
84491,91017,FEM,61.93,32.1,20.86,20210312_162250_024883.txt
93992,94515,FEM,11.66,5.74,3.58,20210312_162250_024883.txt
96770,99082,FEM,26.16,13.09,8.35,20210312_162250_024883.txt
102041,103860,MAL,20.1,10.18,6.56,20210312_162250_024883.txt
105553,106491,FEM,14.41,7.12,4.51,20210312_162250_024883.txt
106689,106875,FEM,12.09,6.02,3.66,20210312_162250_024883.txt
107011,112492,FEM,61.36,31.32,19.92,20210312_162250_024883.txt
111491,112360,MAL,12.9,6.3,4.0,20210312_162250_024883.txt
115876,116460,FEM,9.3,4.4,2.8,20210312_162250_024883.txt
117992,122515,FEM,51.0,25.99,16.52,20210312_162250_024883.txt
125798,129539,FEM,30.95,15.84,10.5,20210312_162250_024883.txt
140736,141688,FEM,10.83,5.16,3.33,20210312_162250_024883.txt
143512,145493,FEM,20.77,10.45,6.76,20210312_162250_024883.txt
145511,147490,MAL,21.04,10.68,6.84,20210312_162250_024883.txt
149011,150511,FEM,14.25,6.71,4.61,20210312_162250_024883.txt
156492,159960,FEM,24.07,11.27,8.1,20210312_162250_024883.txt
159492,160304,MAL,12.31,5.81,3.74,20210312_162250_024883.txt
165638,166976,FEM,10.31,4.17,3.16,20210312_162250_024883.txt
167707,168988,MAL,11.21,4.91,3.51,20210312_162250_024883.txt
184226,186057,FEM,16.64,8.18,5.41,20210312_162250_024883.txt
190355,191153,FEM,7.01,2.65,2.02,20210312_162250_024883.txt
194965,195991,FEM,10.63,4.77,3.27,20210312_162250_024883.txt
195492,196511,MAL,9.97,4.51,3.1,20210312_162250_024883.txt
196511,201012,FEM,30.72,14.54,10.44,20210312_162250_024883.txt
201170,202513,FEM,10.99,5.05,3.44,20210312_162250_024883.txt
204905,209411,FEM,40.31,19.76,13.32,20210312_162250_024883.txt
206012,208511,MAL,25.38,12.14,8.06,20210312_162250_024883.txt
210971,211992,FEM,13.7,6.56,4.29,20210312_162250_024883.txt
213455,214992,FEM,12.22,5.4,3.88,20210312_162250_024883.txt
215413,224534,FEM,66.08,31.89,22.68,20210312_162250_024883.txt
223852,224542,MAL,10.24,4.73,2.98,20210312_162250_024883.txt
226869,230593,FEM,38.6,19.19,12.57,20210312_162250_024883.txt
239510,241908,MAL,24.85,11.85,7.87,20210312_162250_024883.txt
247983,249367,FEM,13.46,6.1,4.22,20210312_162250_024883.txt
255067,255281,FEM,5.43,2.31,1.45,20210312_162250_024883.txt
255493,255596,FEM,10.28,5.02,3.05,20210312_162250_024883.txt
261011,265554,FEM,39.31,19.47,13.21,20210312_162250_024883.txt
266011,271583,FEM,43.11,21.46,14.85,20210312_162250_024883.txt
277628,280294,FEM,19.33,9.17,6.44,20210312_162250_024883.txt
280645,282270,MAL,20.06,9.9,6.41,20210312_162250_024883.txt
281011,282012,FEM,14.98,7.28,4.66,20210312_162250_024883.txt
290127,292684,MAL,23.91,11.14,7.64,20210312_162250_024883.txt
290383,292519,FEM,20.93,9.64,6.57,20210312_162250_024883.txt
294243,294722,FEM,10.05,4.79,3.03,20210312_162250_024883.txt
295458,298767,FEM,26.79,12.99,8.98,20210312_162250_024883.txt
300318,301806,MAL,14.99,7.06,4.8,20210312_162250_024883.txt
300723,304371,FEM,36.05,17.84,11.81,20210312_162250_024883.txt
316231,316504,FEM,11.12,5.45,3.36,20210312_162250_024883.txt
316504,317544,MAL,15.33,7.46,4.78,20210312_162250_024883.txt
321550,321879,FEM,10.12,4.82,3.03,20210312_162250_024883.txt
323992,325067,FEM,15.13,7.56,4.83,20210312_162250_024883.txt
333880,333988,MAL,11.18,5.54,3.35,20210312_162250_024883.txt
334483,334896,MAL,10.46,5.05,3.16,20210312_162250_024883.txt
335180,335421,MAL,9.84,4.72,2.92,20210312_162250_024883.txt
339491,342500,FEM,27.16,13.15,9.0,20210312_162250_024883.txt
340735,341012,MAL,10.28,4.98,3.08,20210312_162250_024883.txt
346137,347511,FEM,15.23,7.39,4.86,20210312_162250_024883.txt
348685,349861,FEM,14.61,7.09,4.57,20210312_162250_024883.txt
349665,349903,MAL,11.53,5.7,3.49,20210312_162250_024883.txt
354491,356990,MAL,21.35,9.98,6.98,20210312_162250_024883.txt
358665,358832,FEM,8.58,4.08,2.49,20210312_162250_024883.txt
361299,362644,FEM,16.04,7.78,5.07,20210312_162250_024883.txt
364385,367578,MAL,27.78,13.53,9.24,20210312_162250_024883.txt
367629,370160,FEM,22.73,10.95,7.45,20210312_162250_024883.txt
373270,374991,MAL,17.02,8.18,5.46,20210312_162250_024883.txt
380511,382990,MAL,19.56,8.99,6.43,20210312_162250_024883.txt
382992,384651,FEM,13.73,6.3,4.41,20210312_162250_024883.txt
386154,387511,FEM,12.85,6.0,4.07,20210312_162250_024883.txt
387850,387992,FEM,7.57,3.52,2.15,20210312_162250_024883.txt
388110,390101,MAL,19.85,9.85,6.5,20210312_162250_024883.txt
389991,391510,FEM,17.58,8.51,5.61,20210312_162250_024883.txt
393706,396511,FEM,24.96,12.46,8.34,20210312_162250_024883.txt
396554,396890,MAL,9.0,4.26,2.66,20210312_162250_024883.txt
399992,400449,FEM,7.85,3.54,2.3,20210312_162250_024883.txt
402352,405086,FEM,20.18,9.64,6.74,20210312_162250_024883.txt
407012,409270,FEM,16.23,7.67,5.34,20210312_162250_024883.txt
411011,416830,FEM,40.3,19.47,13.96,20210312_162250_024883.txt
443382,449012,FEM,49.95,25.76,16.93,20210312_162250_024883.txt
453389,456987,FEM,30.32,15.18,10.21,20210312_162250_024883.txt
457240,459071,FEM,15.52,7.41,5.03,20210312_162250_024883.txt
460004,462949,FEM,26.84,13.25,8.84,20210312_162250_024883.txt
463303,466445,FEM,25.64,12.5,8.63,20210312_162250_024883.txt
468853,469493,FEM,10.21,4.83,3.12,20210312_162250_024883.txt
470492,471820,MAL,12.81,6.02,4.05,20210312_162250_024883.txt
473484,473821,MAL,8.05,3.73,2.35,20210312_162250_024883.txt
474414,475286,MAL,7.0,2.85,2.09,20210312_162250_024883.txt
476808,480492,MAL,29.69,14.41,9.96,20210312_162250_024883.txt
479682,480330,FEM,10.69,5.05,3.28,20210312_162250_024883.txt
480457,482993,FEM,21.68,10.48,7.1,20210312_162250_024883.txt
482517,482844,MAL,7.79,3.6,2.26,20210312_162250_024883.txt
