segment_onset,segment_offset,speaker_type,phonemes,syllables,words,raw_filename
2207,2511,FEM,10.22,4.85,3.06,20210504_102146_025480_2.txt
15996,16173,FEM,8.92,4.23,2.61,20210504_102146_025480_2.txt
16337,16480,FEM,10.41,5.08,3.1,20210504_102146_025480_2.txt
19492,20992,FEM,13.33,5.9,4.19,20210504_102146_025480_2.txt
23492,24012,FEM,10.22,4.85,3.1,20210504_102146_025480_2.txt
36492,38423,FEM,15.84,7.0,5.15,20210504_102146_025480_2.txt
41234,42792,FEM,15.8,7.26,5.08,20210504_102146_025480_2.txt
45387,46842,FEM,16.53,7.8,5.31,20210504_102146_025480_2.txt
47404,50281,FEM,24.86,11.61,8.11,20210504_102146_025480_2.txt
50895,51697,FEM,12.33,5.82,3.85,20210504_102146_025480_2.txt
57991,60991,FEM,27.77,13.3,8.99,20210504_102146_025480_2.txt
68484,69512,FEM,11.25,5.07,3.53,20210504_102146_025480_2.txt
70441,70708,FEM,9.89,4.6,2.95,20210504_102146_025480_2.txt
81871,86550,FEM,34.99,16.8,11.89,20210504_102146_025480_2.txt
87045,91367,FEM,41.91,20.78,13.67,20210504_102146_025480_2.txt
93391,97745,FEM,31.31,14.78,10.56,20210504_102146_025480_2.txt
99665,100539,FEM,13.2,6.31,4.1,20210504_102146_025480_2.txt
103314,105511,FEM,20.92,10.03,6.79,20210504_102146_025480_2.txt
117433,117992,FEM,11.34,5.46,3.48,20210504_102146_025480_2.txt
130493,131511,MAL,14.92,7.31,4.7,20210504_102146_025480_2.txt
140231,140493,FEM,8.09,3.61,2.35,20210504_102146_025480_2.txt
145559,146901,FEM,14.4,6.63,4.58,20210504_102146_025480_2.txt
155002,156026,MAL,10.8,4.73,3.38,20210504_102146_025480_2.txt
169493,171376,FEM,16.16,7.38,5.25,20210504_102146_025480_2.txt
177554,177702,FEM,10.3,4.98,3.06,20210504_102146_025480_2.txt
198548,199825,FEM,12.7,5.65,4.0,20210504_102146_025480_2.txt
204010,204491,FEM,8.61,3.82,2.56,20210504_102146_025480_2.txt
230941,232007,FEM,9.92,4.09,3.09,20210504_102146_025480_2.txt
255511,257904,FEM,25.88,12.66,8.37,20210504_102146_025480_2.txt
259492,262960,FEM,28.62,13.73,9.57,20210504_102146_025480_2.txt
280214,282121,FEM,15.28,6.77,4.97,20210504_102146_025480_2.txt
282383,283510,FEM,9.93,4.14,3.11,20210504_102146_025480_2.txt
285512,286511,FEM,12.81,5.97,3.99,20210504_102146_025480_2.txt
289069,289189,FEM,9.83,4.72,2.9,20210504_102146_025480_2.txt
291149,291343,FEM,8.4,3.88,2.44,20210504_102146_025480_2.txt
291492,291720,FEM,8.54,3.89,2.49,20210504_102146_025480_2.txt
292992,293429,FEM,7.32,3.07,2.12,20210504_102146_025480_2.txt
294977,295158,FEM,9.96,4.73,2.95,20210504_102146_025480_2.txt
316091,321511,FEM,34.14,15.05,11.63,20210504_102146_025480_2.txt
325824,327530,FEM,19.07,9.24,6.14,20210504_102146_025480_2.txt
328020,328258,MAL,12.26,6.07,3.73,20210504_102146_025480_2.txt
331572,332902,FEM,19.94,9.89,6.26,20210504_102146_025480_2.txt
336992,337336,FEM,9.59,4.46,2.86,20210504_102146_025480_2.txt
339733,340916,FEM,13.79,6.34,4.29,20210504_102146_025480_2.txt
341447,341992,FEM,9.0,4.11,2.7,20210504_102146_025480_2.txt
348511,350516,FEM,21.7,10.46,6.91,20210504_102146_025480_2.txt
351096,351206,FEM,9.65,4.67,2.84,20210504_102146_025480_2.txt
353322,356057,FEM,24.86,11.71,8.09,20210504_102146_025480_2.txt
354119,355511,MAL,15.61,7.26,4.94,20210504_102146_025480_2.txt
356967,361493,FEM,36.06,16.96,12.01,20210504_102146_025480_2.txt
362958,364041,FEM,13.8,6.39,4.28,20210504_102146_025480_2.txt
372492,373012,FEM,11.83,5.74,3.58,20210504_102146_025480_2.txt
376115,381572,FEM,38.95,18.61,13.34,20210504_102146_025480_2.txt
384011,385648,FEM,13.55,6.22,4.34,20210504_102146_025480_2.txt
387875,395492,FEM,65.22,32.83,22.14,20210504_102146_025480_2.txt
398010,398420,FEM,10.2,4.84,3.07,20210504_102146_025480_2.txt
406342,406487,MAL,12.28,6.13,3.72,20210504_102146_025480_2.txt
423993,425831,FEM,20.0,9.97,6.53,20210504_102146_025480_2.txt
425964,431121,FEM,44.26,21.66,14.8,20210504_102146_025480_2.txt
434492,435238,FEM,11.18,5.33,3.46,20210504_102146_025480_2.txt
438321,439511,FEM,14.48,6.77,4.53,20210504_102146_025480_2.txt
453620,457344,FEM,34.1,17.31,11.44,20210504_102146_025480_2.txt
472183,474287,FEM,17.35,8.16,5.69,20210504_102146_025480_2.txt
474571,475492,FEM,13.23,6.17,4.06,20210504_102146_025480_2.txt
477492,479242,FEM,16.2,7.6,5.25,20210504_102146_025480_2.txt
486629,488445,FEM,17.6,8.42,5.67,20210504_102146_025480_2.txt
489768,494620,FEM,37.25,17.65,12.52,20210504_102146_025480_2.txt
496010,497667,FEM,17.03,8.09,5.51,20210504_102146_025480_2.txt
498012,500572,FEM,22.24,10.66,7.34,20210504_102146_025480_2.txt
500735,500992,FEM,10.69,5.17,3.21,20210504_102146_025480_2.txt
506513,507981,FEM,10.35,4.48,3.3,20210504_102146_025480_2.txt
511063,512502,FEM,12.5,5.84,4.01,20210504_102146_025480_2.txt
513116,522391,FEM,65.65,32.25,22.93,20210504_102146_025480_2.txt
528795,530920,FEM,19.07,9.17,6.21,20210504_102146_025480_2.txt
544590,545992,FEM,15.62,7.47,4.99,20210504_102146_025480_2.txt
555287,556492,FEM,16.46,8.05,5.19,20210504_102146_025480_2.txt
562866,564511,FEM,18.54,9.08,5.96,20210504_102146_025480_2.txt
566492,567992,FEM,17.11,8.32,5.51,20210504_102146_025480_2.txt
569492,572455,FEM,26.51,13.0,8.83,20210504_102146_025480_2.txt
573426,575378,FEM,20.27,9.84,6.53,20210504_102146_025480_2.txt
580841,582010,FEM,13.32,6.35,4.19,20210504_102146_025480_2.txt
582485,583783,FEM,15.14,7.37,4.82,20210504_102146_025480_2.txt
589992,591158,FEM,15.64,7.59,4.91,20210504_102146_025480_2.txt
598492,600583,FEM,22.21,11.04,7.25,20210504_102146_025480_2.txt
602107,604100,FEM,20.01,9.79,6.56,20210504_102146_025480_2.txt
602269,602796,MAL,13.24,6.52,4.05,20210504_102146_025480_2.txt
606088,607732,MAL,22.14,11.12,7.1,20210504_102146_025480_2.txt
607406,607706,FEM,13.46,6.77,4.14,20210504_102146_025480_2.txt
609328,609752,FEM,10.06,4.81,3.03,20210504_102146_025480_2.txt
610011,614512,FEM,41.71,20.76,13.89,20210504_102146_025480_2.txt
614999,616511,MAL,20.84,10.41,6.65,20210504_102146_025480_2.txt
615789,616240,FEM,11.49,5.62,3.51,20210504_102146_025480_2.txt
622492,623992,FEM,19.62,9.75,6.29,20210504_102146_025480_2.txt
